Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
32,Male,White,52951,715,13947,1
48,Male,Asian,59596,324,83163,0
41,Male,White,93916,391,60267,0
46,Female,White,72037,763,47805,1
26,Non-Binary,Hispanic,98510,603,45466,0
42,Female,Other,103316,476,64703,0
36,Male,Other,34150,762,66752,1
46,Female,White,76729,775,9196,1
52,Male,Other,27520,719,28366,1
67,Female,Other,131343,575,61258,1
31,Non-Binary,Black,42440,430,56812,0
22,Female,Other,61484,597,91481,0
45,Female,Other,54787,545,33924,0
50,Male,Black,85073,827,17004,1
25,Female,Asian,128362,846,82563,1
55,Female,Other,41122,702,47171,1
22,Non-Binary,Hispanic,134692,324,21426,0
28,Male,Asian,133414,558,46270,1
35,Non-Binary,Asian,144889,468,24242,1
34,Male,Other,84021,357,40282,0
73,Non-Binary,Other,42598,416,72701,0
33,Female,Asian,29972,555,7424,0
43,Female,Other,100489,568,74485,1
31,Male,Asian,77434,721,32642,1
73,Female,Other,68645,332,19538,0
53,Female,Hispanic,111338,848,12430,1
64,Female,Hispanic,44229,602,88830,0
68,Male,Asian,116973,586,32738,1
43,Male,Asian,142041,744,45952,1
23,Male,Black,29106,473,51311,0
19,Non-Binary,Hispanic,136071,597,29312,0
71,Male,Asian,102794,697,26636,1
22,Female,Black,47716,461,47321,0
74,Female,Hispanic,72429,671,55346,0
58,Non-Binary,Asian,39811,518,44337,0
26,Male,Asian,55021,755,28666,1
35,Female,Hispanic,93274,471,16297,0
58,Female,Other,123994,764,39704,1
30,Non-Binary,White,114534,791,58305,1
46,Male,White,44781,558,40261,0
49,Non-Binary,Black,73146,389,32954,0
23,Non-Binary,White,141373,447,14165,1
45,Female,Asian,79900,596,38411,1
70,Non-Binary,Hispanic,114529,784,9962,1
20,Non-Binary,White,81541,494,12531,0
64,Male,Hispanic,71383,646,57659,0
70,Female,White,142729,454,66759,1
26,Male,White,84607,782,20791,1
28,Non-Binary,Asian,114527,466,14092,0
56,Non-Binary,Asian,136836,723,44678,1
51,Non-Binary,Asian,96381,455,68484,0
70,Female,Hispanic,138755,451,68652,0
24,Female,Other,44874,782,6723,1
52,Male,Asian,57159,613,66141,0
74,Male,White,84528,342,89697,0
41,Female,White,66313,655,57004,1
72,Female,Asian,77299,695,5471,1
55,Female,Black,143201,648,29444,0
69,Male,Other,30459,727,44189,1
43,Female,Hispanic,144413,449,59046,0
53,Male,White,24017,356,39749,0
21,Non-Binary,White,122724,835,56391,1
46,Female,Black,62292,828,39971,1
19,Male,Asian,34722,600,56337,0
23,Non-Binary,Asian,79009,615,22718,1
56,Male,White,75039,709,42943,1
32,Male,White,96975,801,26944,1
66,Female,White,89936,386,71261,0
61,Non-Binary,Other,117863,341,40563,0
19,Male,Black,41789,570,28689,0
67,Female,Other,93470,645,50168,1
53,Non-Binary,Hispanic,88047,399,70247,0
32,Female,Other,27674,625,62821,0
36,Male,Hispanic,144292,482,65135,0
73,Female,Hispanic,32777,356,91324,0
55,Female,Hispanic,42898,507,28342,0
33,Female,Black,104000,817,45328,0
22,Non-Binary,Hispanic,27465,765,25914,0
65,Female,White,97135,696,30446,1
49,Non-Binary,Other,140118,516,98772,1
27,Male,White,113013,538,78356,1
34,Male,Other,21128,420,15239,0
29,Non-Binary,Hispanic,122356,419,92460,0
62,Non-Binary,White,106260,804,67513,1
19,Male,Asian,52581,403,99751,0
29,Non-Binary,Other,102207,440,75458,0
30,Non-Binary,White,88195,655,19752,1
37,Female,Other,80803,599,11336,1
53,Non-Binary,Other,145992,576,13604,1
54,Female,Other,20504,346,21267,0
60,Male,White,43162,724,36004,1
51,Male,White,45706,781,20406,1
35,Female,Black,78091,325,23448,0
62,Male,Other,76470,414,34917,0
69,Male,Other,21717,696,51760,1
50,Male,Asian,72458,338,18299,0
39,Male,White,62939,339,17611,0
54,Male,Asian,26019,708,12016,1
28,Female,Black,94320,778,15460,1
35,Non-Binary,White,88763,507,85068,0
51,Male,Other,124758,762,59318,1
29,Female,Black,110426,635,42569,0
18,Non-Binary,Other,83131,387,29676,0
57,Non-Binary,Asian,91400,475,6611,0
54,Male,Other,57700,785,18101,1
67,Non-Binary,Other,28759,653,77719,0
32,Male,Asian,120822,394,17414,0
33,Male,White,149363,731,63045,1
53,Non-Binary,Hispanic,38831,520,33402,0
51,Female,Other,127458,571,52125,1
64,Female,Black,112679,648,87914,0
69,Male,Black,33232,442,53428,0
23,Male,Other,25233,357,70683,0
53,Female,Black,35512,596,27018,0
40,Non-Binary,Asian,128944,820,56553,1
19,Male,Other,118189,377,92224,0
19,Non-Binary,White,127098,688,56023,1
51,Non-Binary,White,66478,548,30169,0
51,Female,Other,105953,407,97539,0
35,Female,Hispanic,109822,476,47901,0
31,Male,Hispanic,138892,425,17779,0
55,Male,White,61052,319,73520,0
60,Female,Other,103713,752,24182,1
36,Male,White,109667,517,94242,1
33,Male,Hispanic,115362,611,14136,0
65,Non-Binary,Hispanic,137258,437,52606,0
26,Non-Binary,Hispanic,120027,411,69770,0
42,Male,Black,83340,322,50232,0
19,Non-Binary,Hispanic,94966,398,9319,0
41,Female,Asian,68545,748,87546,1
45,Female,White,142866,473,69639,1
54,Male,Black,91170,484,38330,0
68,Non-Binary,Other,59484,343,93756,0
47,Male,Black,143727,333,53273,0
68,Female,Asian,33599,615,63710,0
32,Female,White,30072,628,84999,0
54,Female,Asian,70998,702,60873,1
31,Female,Asian,31918,686,9206,1
46,Non-Binary,Other,142047,435,68169,1
51,Non-Binary,Other,89941,769,42080,1
64,Female,Asian,57179,304,12133,0
67,Male,Black,90397,648,87163,0
26,Male,White,85871,696,20578,1
63,Female,White,140007,565,28366,1
46,Female,Asian,149312,516,54669,1
32,Non-Binary,Hispanic,22029,671,31768,0
55,Male,Hispanic,117852,394,24638,0
32,Non-Binary,White,81532,501,82292,0
23,Male,White,87067,790,15887,1
44,Non-Binary,White,39927,616,89064,0
41,Male,White,98487,787,15555,1
53,Non-Binary,Black,59190,441,81763,0
31,Non-Binary,Asian,120646,324,6174,0
55,Female,Black,111568,331,9038,0
20,Non-Binary,White,139972,682,83688,1
35,Male,Other,93002,380,44477,0
60,Male,Other,92608,742,96097,1
62,Male,Other,72666,826,15208,1
43,Male,Other,32539,426,59656,0
72,Non-Binary,Black,126723,324,85621,0
63,Female,Black,29133,472,65734,0
23,Female,White,110341,814,45612,1
30,Female,Hispanic,57051,443,90054,0
71,Non-Binary,White,53372,617,26829,0
42,Male,White,143746,672,89348,1
29,Female,White,26137,353,71285,0
61,Non-Binary,Black,89468,624,67136,0
21,Male,Asian,56100,782,66790,1
57,Female,Hispanic,32712,504,44437,0
63,Male,Asian,143585,571,87872,1
66,Male,Asian,22641,327,81282,0
38,Female,Other,112652,657,6194,1
45,Male,Black,58903,706,82975,0
37,Female,Black,78748,804,98127,1
19,Non-Binary,Asian,87096,327,68020,0
60,Non-Binary,Hispanic,71957,664,82439,0
67,Female,Black,69925,759,62116,0
46,Non-Binary,Other,142768,617,31998,1
56,Female,White,146611,556,79293,1
73,Female,White,90443,341,27861,0
34,Non-Binary,Asian,94040,639,10376,1
40,Male,Asian,136635,576,82070,1
33,Female,Other,125254,448,28996,0
43,Male,Hispanic,73136,306,73131,0
46,Female,Black,102297,812,40862,0
60,Male,Hispanic,142166,311,42681,0
21,Female,Asian,133483,655,87742,1
63,Male,Black,50566,350,46077,0
59,Female,Other,86423,559,19650,1
68,Non-Binary,White,132305,792,28588,1
20,Male,White,125020,803,63312,1
74,Non-Binary,Hispanic,60908,646,88228,0
46,Non-Binary,White,145676,836,75509,1
40,Non-Binary,Other,134188,827,51188,1
33,Non-Binary,White,121567,391,74227,0
57,Non-Binary,Other,127338,705,19001,1
19,Non-Binary,Asian,36672,327,13642,0
35,Female,Hispanic,56502,797,40229,0
28,Male,Hispanic,127373,507,61677,0
25,Non-Binary,Black,44103,312,86564,0
