Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
59,Non-Binary,Asian,148382,535,36148,1
67,Female,Other,53271,758,28319,1
27,Non-Binary,Asian,83831,301,67224,0
34,Non-Binary,White,125945,801,23259,1
37,Male,Black,127212,576,55267,1
73,Female,Hispanic,46879,750,56821,1
63,Female,Hispanic,23642,751,29372,1
72,Non-Binary,Hispanic,28419,570,28470,0
56,Non-Binary,Other,110013,755,65091,1
62,Male,Other,84939,768,5636,1
66,Male,Black,36940,370,48267,0
60,Non-Binary,Asian,135883,622,22613,1
48,Male,Other,23543,404,94708,0
37,Female,White,48086,456,96721,0
53,Non-Binary,White,40095,532,76641,0
66,Female,White,91029,457,92321,0
35,Non-Binary,Other,52678,347,80356,0
29,Non-Binary,Other,86377,309,5089,0
27,Male,White,28057,453,77875,0
25,Male,Asian,107078,614,55762,1
22,Male,Black,66464,402,66191,0
31,Male,Asian,51779,537,74081,0
35,Non-Binary,Black,137295,784,77950,1
40,Non-Binary,White,95320,653,33818,1
49,Female,Other,126379,524,99641,1
70,Female,Other,112235,634,94024,1
59,Non-Binary,Black,147784,422,68896,1
43,Female,Asian,108460,524,11661,1
39,Male,Hispanic,71315,355,57216,0
35,Non-Binary,White,89520,475,37686,0
53,Male,White,29148,717,98869,1
50,Female,Other,60509,492,94936,0
57,Male,White,84892,388,41186,0
21,Non-Binary,Hispanic,35215,451,40698,0
25,Non-Binary,White,147654,426,81310,1
73,Non-Binary,Other,23882,358,87381,0
43,Non-Binary,White,45762,759,72550,1
55,Non-Binary,Black,119817,782,73703,1
58,Non-Binary,Black,136635,373,83872,0
71,Female,Other,145431,497,91035,1
65,Male,Other,86948,337,16895,0
44,Male,Other,119179,329,37357,0
46,Male,Hispanic,32804,664,23236,0
55,Non-Binary,Other,44796,350,14171,0
20,Male,Asian,93795,414,41480,0
59,Female,Black,109200,382,77851,0
47,Female,White,64754,703,89677,1
57,Male,Asian,147500,643,21561,1
58,Non-Binary,White,132647,792,90716,1
50,Female,Hispanic,97632,457,84267,0
57,Male,Asian,98381,432,11199,0
63,Male,Black,94460,356,34242,0
49,Non-Binary,White,40538,573,83025,0
35,Female,Hispanic,77039,336,22422,0
58,Female,White,147944,749,90861,1
54,Non-Binary,Asian,59612,776,21148,1
32,Female,Asian,130268,621,91859,1
72,Male,Asian,129034,552,77826,1
41,Male,Black,57958,471,26938,0
67,Non-Binary,Black,65694,785,77725,1
70,Non-Binary,Asian,48047,519,16636,0
24,Female,White,97245,795,30208,0
26,Non-Binary,Hispanic,34525,442,63793,0
34,Male,Asian,119211,425,18385,0
46,Non-Binary,Asian,127492,409,9174,0
28,Female,Other,79651,482,94604,0
54,Non-Binary,Black,128545,661,84151,1
45,Female,Other,60802,572,72097,0
21,Male,Hispanic,144638,383,31815,0
47,Female,Asian,91990,412,97982,0
58,Non-Binary,Black,123108,388,7155,0
59,Non-Binary,White,139494,615,90458,1
51,Female,White,74240,764,89528,1
56,Non-Binary,Black,53827,622,80337,1
66,Female,Black,63729,684,48353,1
74,Male,Hispanic,78184,596,13594,1
54,Female,Black,26126,695,16797,1
54,Female,White,91181,828,95064,1
60,Female,White,108120,790,66435,1
45,Female,Black,122431,340,20782,0
32,Non-Binary,White,34031,561,44068,0
49,Non-Binary,White,65992,795,38895,1
35,Female,White,117670,703,45853,1
32,Male,Asian,94220,740,17910,1
71,Male,Other,134168,439,90632,0
61,Female,Asian,43692,411,70984,0
18,Non-Binary,Black,73112,402,24044,0
27,Male,Asian,140094,817,51330,1
63,Male,Other,78558,401,45958,0
49,Female,Hispanic,93911,812,85799,1
38,Male,Other,85400,623,57063,1
25,Non-Binary,Black,82990,376,81613,0
74,Non-Binary,Black,91197,830,26283,1
40,Non-Binary,Black,97583,832,42664,1
23,Non-Binary,Hispanic,78512,833,88109,0
36,Female,Asian,87110,547,18781,0
66,Female,Hispanic,53536,626,56445,1
74,Male,Black,37097,848,31706,1
36,Female,Hispanic,83409,747,79173,1
39,Male,White,78381,634,43218,1
45,Male,White,94385,633,51032,1
55,Male,Black,76412,480,71975,0
23,Non-Binary,Hispanic,126649,703,44306,0
36,Non-Binary,Hispanic,122459,473,98063,1
29,Male,Other,36941,767,90381,1
65,Female,Other,111129,773,9768,1
41,Male,Other,122456,732,74900,1
55,Male,Black,30812,809,49152,1
51,Non-Binary,White,22420,826,43672,1
46,Male,White,143999,363,17176,0
53,Non-Binary,Asian,32617,616,6735,0
38,Female,Black,111964,798,95612,1
65,Female,White,70866,446,84999,0
43,Non-Binary,Black,43464,387,53747,0
18,Female,Hispanic,84581,432,15748,0
60,Non-Binary,Hispanic,143049,700,29731,1
74,Non-Binary,Hispanic,43137,704,7418,1
39,Female,Black,103792,523,37960,1
28,Non-Binary,White,76409,323,47012,0
29,Female,Black,31602,683,85827,1
71,Female,Asian,67343,826,77389,1
18,Male,White,142322,365,12631,0
28,Female,Hispanic,70291,607,41514,1
23,Female,Hispanic,51110,585,41856,0
69,Female,Black,113235,403,56650,0
63,Non-Binary,Asian,97571,560,80154,1
49,Female,Asian,64839,743,49375,1
70,Male,Asian,33794,743,17771,1
60,Female,Black,65709,515,56426,0
56,Female,White,74837,782,32075,1
18,Male,Black,76726,817,81599,0
50,Non-Binary,Other,139100,317,58945,0
40,Female,White,145422,780,9141,1
55,Female,White,65545,320,6291,0
38,Male,Other,75177,803,35127,1
49,Female,White,94412,566,13359,1
56,Non-Binary,White,127452,809,79985,1
52,Male,Black,44859,531,27858,0
24,Female,White,125436,337,31326,0
33,Male,Other,94047,614,52573,1
36,Male,Asian,50137,749,97371,1
52,Female,Hispanic,33158,373,67813,0
74,Female,Black,137581,488,76601,1
40,Male,Hispanic,77542,539,27089,0
36,Female,Other,95368,664,65013,1
64,Non-Binary,White,58293,745,49195,1
74,Male,Hispanic,78634,633,80294,1
26,Female,White,53873,497,6215,0
57,Male,Black,75558,471,20325,0
71,Male,Other,42621,458,5943,0
40,Male,Asian,44600,327,21138,0
19,Male,Asian,128320,319,93537,0
30,Non-Binary,Black,23113,352,6429,0
35,Non-Binary,Asian,89726,684,76101,1
40,Non-Binary,Other,96180,396,40679,0
30,Male,Other,37789,468,5441,0
24,Male,White,56596,654,60231,0
68,Male,Black,142770,398,10328,0
27,Male,Black,116348,689,77515,1
60,Non-Binary,Hispanic,132959,426,79093,0
25,Female,Hispanic,63727,502,65827,0
66,Female,White,109506,611,79239,1
27,Non-Binary,White,25098,406,54437,0
49,Female,White,60848,706,88931,1
64,Non-Binary,Other,147067,489,30482,1
30,Female,Hispanic,120082,620,20964,1
18,Male,Other,116516,715,51549,0
74,Non-Binary,Asian,32271,619,58574,0
44,Female,Other,121607,590,32765,1
68,Female,Hispanic,26866,666,53476,0
65,Female,Black,148754,439,98031,1
37,Non-Binary,White,74960,624,43323,1
58,Non-Binary,White,97294,432,26331,0
44,Non-Binary,Hispanic,142862,363,62012,0
71,Female,Other,92884,825,34753,1
67,Female,Black,67173,521,92865,0
63,Female,White,81643,440,58944,0
30,Male,Black,75494,729,27142,1
66,Male,White,129840,654,39813,1
35,Female,Black,62315,454,26247,0
74,Non-Binary,Other,95698,349,42668,0
66,Female,Other,87412,397,50210,0
54,Male,Hispanic,125598,480,52168,1
22,Male,Asian,134912,468,56398,0
71,Non-Binary,Hispanic,44164,574,50153,0
62,Male,Hispanic,76788,755,21495,1
19,Female,Other,76233,683,75604,0
50,Female,Asian,132828,701,36782,1
38,Female,Other,99508,336,12855,0
35,Non-Binary,Hispanic,62337,442,95760,0
38,Female,White,26586,658,27761,0
74,Male,White,119134,349,81600,0
56,Male,White,140030,503,23992,1
55,Female,Other,79320,634,18241,1
54,Non-Binary,Other,132331,842,21633,1
53,Non-Binary,Asian,125666,389,29463,0
27,Non-Binary,Hispanic,35724,729,50675,1
74,Non-Binary,Black,116229,695,91636,1
32,Non-Binary,Black,61588,326,28709,0
61,Non-Binary,Hispanic,62745,374,70057,0
