Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
51,Female,Other,57577,743,44276,1
55,Male,White,75438,799,60195,1
19,Female,Black,143947,699,98966,1
40,Female,Black,132721,810,15653,1
59,Female,White,137689,528,28236,1
43,Female,Asian,91093,583,83369,1
39,Non-Binary,Other,94114,843,98350,1
20,Male,Black,119399,589,87603,0
27,Non-Binary,Other,131187,776,79298,1
58,Male,Black,97658,347,48279,0
66,Male,Hispanic,57806,527,49503,0
59,Male,Hispanic,46521,457,61504,0
37,Female,Other,67223,840,99132,1
25,Male,White,101439,364,33957,0
25,Female,Asian,50642,770,96951,1
63,Female,Hispanic,118740,450,47701,0
43,Male,Other,36294,682,50264,1
42,Non-Binary,Black,77055,626,49916,1
72,Non-Binary,Hispanic,26273,792,92542,1
31,Male,Other,108731,791,37570,1
45,Non-Binary,White,87970,400,51104,0
72,Female,Hispanic,55889,802,58992,1
22,Non-Binary,Black,95970,365,23989,0
54,Non-Binary,White,115160,844,71039,1
62,Non-Binary,White,148229,653,15292,1
48,Male,Other,149564,717,43335,1
30,Non-Binary,Black,81124,439,78895,0
26,Male,Hispanic,37683,524,86019,0
27,Non-Binary,Other,53801,423,39317,0
59,Non-Binary,Hispanic,65446,610,96615,1
72,Female,Black,60353,812,31446,1
57,Female,Asian,139586,842,77524,1
34,Non-Binary,Other,42901,579,9830,0
27,Male,Other,117781,331,12954,0
48,Non-Binary,Hispanic,30570,326,25286,0
38,Male,Black,104539,339,27093,0
48,Female,Black,31984,428,43933,0
62,Male,Hispanic,83218,644,27995,1
65,Non-Binary,White,130864,493,24102,1
49,Female,Black,131860,833,9858,1
38,Non-Binary,Hispanic,109597,848,38799,1
60,Male,White,111761,709,22821,1
22,Female,Asian,124005,727,49079,1
18,Female,White,65199,632,75335,0
59,Non-Binary,Other,28311,680,72592,1
53,Non-Binary,White,64121,699,63410,1
59,Male,White,51381,622,87363,0
44,Female,Black,41053,431,7348,0
67,Non-Binary,Hispanic,96158,628,71042,1
34,Female,Hispanic,45983,831,70092,1
67,Male,Other,126834,354,66479,0
21,Female,Other,68857,338,47204,0
54,Female,Black,121570,554,92653,1
24,Non-Binary,Black,52687,345,68351,0
72,Male,Black,41367,697,76337,1
51,Male,Hispanic,76897,595,53555,1
53,Male,Black,140772,304,71054,0
23,Female,Other,94357,790,81530,0
74,Non-Binary,Hispanic,47304,430,90625,0
45,Male,Hispanic,37575,686,7815,1
43,Female,Hispanic,27968,527,48634,0
19,Female,Black,66900,445,28585,0
34,Male,Other,133702,464,27351,1
35,Male,Other,52984,597,67703,0
70,Female,Black,105348,401,57071,0
52,Male,Asian,40632,564,55570,0
62,Female,Asian,104115,397,86305,0
39,Female,Black,81474,450,80175,0
52,Female,Other,86391,366,29430,0
19,Male,Hispanic,29645,492,68642,0
24,Non-Binary,White,132750,689,69414,0
46,Male,Asian,121566,311,10124,0
44,Female,White,22373,512,84100,0
37,Non-Binary,Asian,69709,741,6680,1
60,Male,Asian,140318,510,24771,1
31,Male,Hispanic,87129,762,42018,1
31,Female,Black,142341,520,48573,1
41,Male,Black,23606,508,90667,0
42,Male,Black,129904,558,43225,1
54,Male,Black,107482,556,48333,1
35,Female,Hispanic,30284,447,76005,0
58,Male,Black,108156,703,19257,1
56,Male,Black,52451,800,16105,1
23,Male,Asian,143580,342,13180,0
59,Non-Binary,White,118434,351,57489,0
63,Female,Asian,121505,787,84833,1
52,Female,White,149297,357,31705,0
74,Female,Black,131943,638,64816,1
38,Male,Other,101741,676,51985,1
47,Male,Asian,56369,604,18240,0
23,Male,Asian,125031,826,43246,0
52,Male,White,77620,633,21327,1
73,Male,White,66645,304,98449,0
25,Female,White,30344,792,47817,1
45,Female,Black,63972,590,10802,0
63,Male,Hispanic,143647,820,23069,1
55,Non-Binary,Asian,117704,713,93625,1
27,Non-Binary,Black,125878,701,42110,1
32,Male,White,81328,597,59261,1
42,Male,Hispanic,76432,342,55061,0
30,Female,Asian,148880,496,6330,1
56,Male,Hispanic,119330,464,77349,0
22,Female,Asian,139457,780,31066,1
58,Male,Black,118263,670,91470,1
44,Male,White,99956,618,81781,1
57,Male,Other,118863,491,56888,1
27,Female,Hispanic,106410,351,45861,0
52,Non-Binary,White,67940,725,90277,1
45,Non-Binary,Black,129011,620,30313,1
67,Male,White,77687,324,85546,0
29,Non-Binary,White,72963,325,93609,0
49,Non-Binary,Other,39922,696,60103,1
58,Female,Asian,94248,359,56249,0
42,Female,Black,130607,464,51649,1
74,Female,Hispanic,44479,301,96718,0
59,Female,Other,101627,425,71123,0
67,Male,Asian,103473,702,86034,1
40,Male,White,62805,418,53929,0
70,Female,White,101425,849,46838,1
62,Female,Hispanic,126295,587,6449,1
52,Female,Asian,125105,577,37354,1
64,Female,Black,98631,514,19936,0
48,Female,Hispanic,109709,398,34485,0
22,Male,Black,84659,696,52356,0
34,Female,Other,32738,524,98647,0
39,Non-Binary,Black,51782,490,16563,0
50,Male,Black,104243,657,80724,1
56,Non-Binary,Asian,131896,431,26677,0
61,Female,White,102051,322,47731,0
26,Female,Other,27636,705,57944,1
72,Male,White,108567,436,80830,0
26,Male,Other,117641,437,64846,0
61,Male,Black,56585,670,87081,1
54,Female,Hispanic,77353,543,6553,0
31,Non-Binary,Other,62523,636,83134,1
31,Non-Binary,White,120992,372,32879,0
33,Male,White,30669,573,76911,0
41,Non-Binary,Hispanic,46253,803,77336,1
69,Male,Other,45995,589,44722,0
36,Non-Binary,Asian,127232,507,59178,1
21,Female,White,24309,818,80329,0
42,Male,Hispanic,30111,360,79722,0
35,Female,Hispanic,109516,730,13657,1
19,Male,Black,57675,773,22399,0
73,Non-Binary,Other,46765,457,67725,0
57,Male,Black,90347,599,36622,1
32,Non-Binary,Black,35920,629,97371,0
34,Female,Other,60042,776,30162,1
70,Non-Binary,Asian,124752,529,6930,1
66,Female,White,37267,722,79209,1
33,Male,Hispanic,21132,524,8970,0
71,Non-Binary,Asian,21481,575,54744,0
64,Non-Binary,Black,93079,479,59987,0
54,Male,Hispanic,69217,525,59603,0
56,Male,Asian,149016,559,56747,1
23,Male,Asian,95118,331,89020,0
39,Female,Asian,105948,513,38081,1
29,Female,Black,59848,802,95382,1
39,Female,Asian,48031,479,6472,0
23,Female,Asian,53960,501,80200,0
59,Female,White,130789,601,15493,1
33,Non-Binary,White,47828,391,82705,0
26,Female,Asian,32293,486,98389,0
73,Non-Binary,Other,47045,813,83349,1
49,Female,White,64879,372,16062,0
39,Female,Other,117916,490,50174,1
66,Male,Other,67529,815,17876,1
36,Non-Binary,Other,78459,775,44635,1
22,Non-Binary,Asian,25889,689,90361,0
32,Non-Binary,Hispanic,69918,614,29485,1
57,Female,Hispanic,103577,406,43850,0
28,Non-Binary,Black,99932,386,27080,0
43,Male,White,20051,546,43326,0
20,Female,Asian,147139,752,64328,1
43,Male,Hispanic,145927,768,89900,1
25,Non-Binary,Black,40059,696,50401,1
30,Non-Binary,Other,61470,463,98106,0
41,Male,Other,20604,354,79356,0
52,Male,Hispanic,59044,417,89520,0
53,Non-Binary,Asian,92501,452,63643,0
59,Non-Binary,White,103822,555,58252,1
62,Non-Binary,Asian,42372,306,77650,0
27,Male,Black,86340,759,86804,1
70,Male,White,80856,759,34893,1
44,Female,Asian,117687,437,56367,0
45,Non-Binary,Hispanic,84609,607,61119,1
67,Male,Hispanic,142733,339,68508,0
26,Non-Binary,Asian,22825,466,40575,0
45,Non-Binary,Other,76209,426,86447,0
28,Male,Hispanic,131071,623,75084,1
40,Female,Hispanic,111905,809,8479,1
57,Female,Black,37677,389,87894,0
69,Male,Black,58062,419,71523,0
50,Non-Binary,Asian,102791,503,42916,0
38,Non-Binary,Asian,143450,652,18838,1
57,Male,Other,42643,778,23425,1
36,Female,Other,59045,661,26727,1
53,Non-Binary,Black,42301,754,20310,1
46,Male,White,126416,303,13628,0
31,Female,Hispanic,118453,341,33948,0
