Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
29,Female,White,81013,784,24630,1
50,Non-Binary,Asian,111877,586,74955,1
49,Female,White,140681,586,72327,1
45,Male,Asian,31290,491,50498,0
58,Non-Binary,Asian,46760,801,65126,1
28,Female,Hispanic,44508,406,6767,0
60,Non-Binary,Hispanic,110743,577,99928,1
50,Non-Binary,White,127133,703,34782,1
27,Non-Binary,Other,94352,801,82140,1
31,Female,Asian,57894,790,30414,1
52,Male,Other,51058,462,80802,0
32,Female,Black,71087,601,8176,1
26,Non-Binary,White,146047,430,77075,1
20,Female,Black,144114,772,61203,0
59,Non-Binary,Hispanic,131612,806,19428,1
32,Male,Asian,124598,327,49874,0
65,Female,Black,101734,532,71480,1
24,Male,Asian,98859,713,17801,0
68,Male,Other,59046,430,54241,0
26,Male,Other,84685,366,23393,0
26,Male,Black,38390,502,56548,0
63,Female,Asian,72728,359,35351,0
61,Male,Black,104923,807,43307,1
21,Female,White,93543,836,9695,1
42,Female,Asian,130806,594,64579,1
70,Male,Hispanic,41294,722,63427,1
34,Non-Binary,Black,109320,588,52226,1
53,Non-Binary,White,78303,844,88310,1
54,Male,Hispanic,49830,777,60260,1
49,Non-Binary,Black,33830,730,68168,1
54,Male,Other,53295,376,44925,0
66,Non-Binary,Black,131381,734,54233,1
34,Female,Black,101303,337,19939,0
37,Male,Black,54764,685,19639,1
28,Male,Other,147744,443,57852,1
19,Male,Other,103081,539,87536,0
42,Female,Asian,106671,301,33583,0
35,Male,Black,42538,575,98281,0
52,Female,Hispanic,97956,455,56413,0
30,Non-Binary,Other,40779,651,55299,1
71,Female,White,45108,657,14451,1
43,Male,White,52419,382,65872,0
56,Non-Binary,Asian,62020,772,16880,1
53,Female,White,32663,457,29947,0
23,Male,Other,91548,641,83467,0
55,Non-Binary,White,56822,363,5400,0
59,Male,White,52724,634,62834,1
44,Male,White,58323,557,79272,0
41,Male,Hispanic,94100,473,81255,0
30,Male,Black,117921,321,25138,0
27,Female,White,77983,840,20315,1
52,Female,Black,27012,510,44670,0
48,Male,Other,101226,776,70773,1
58,Female,Black,58427,802,40475,1
28,Male,Hispanic,105935,617,31021,1
43,Female,Other,97271,561,50273,1
28,Male,Black,99043,826,86816,1
74,Female,Hispanic,94181,536,37132,1
23,Non-Binary,White,62185,672,54111,0
53,Female,Black,83748,327,89032,0
61,Female,Hispanic,33639,469,70668,0
22,Male,Black,38883,725,96053,0
73,Male,White,79995,444,39240,0
50,Non-Binary,White,143555,588,46641,1
59,Non-Binary,Asian,22076,525,8302,0
20,Non-Binary,Hispanic,69965,384,21459,0
44,Non-Binary,Black,65430,732,6949,1
