Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
56,Female,Black,72906,553,21096,0
63,Male,White,101405,640,24562,1
32,Non-Binary,Asian,133025,597,41379,1
31,Male,White,94932,649,50140,1
43,Male,White,131933,739,76072,1
53,Non-Binary,Hispanic,127085,638,76864,1
65,Male,Other,80147,686,21053,1
66,Non-Binary,Other,117292,361,87287,0
25,Female,Asian,28426,575,95060,0
18,Female,Other,98836,643,25701,1
45,Non-Binary,Hispanic,38596,807,24679,1
30,Non-Binary,White,139273,574,96211,1
36,Male,Hispanic,46475,426,75285,0
43,Female,Hispanic,27384,820,93951,1
66,Non-Binary,Black,29989,469,63645,0
33,Non-Binary,White,66816,779,17197,1
47,Male,Hispanic,39338,660,84295,1
61,Male,Other,69563,841,90204,1
51,Non-Binary,Hispanic,61092,830,18492,1
48,Non-Binary,White,133775,693,82985,1
35,Non-Binary,Hispanic,71087,683,62071,1
24,Female,Black,25609,629,36398,0
65,Male,Hispanic,102727,603,24160,1
31,Non-Binary,Asian,91008,545,89786,1
19,Non-Binary,Black,85356,599,64870,1
39,Non-Binary,Other,95773,387,46986,0
30,Female,Black,51667,334,22892,0
18,Male,Hispanic,88239,613,62075,1
23,Male,Other,45245,345,12287,0
64,Female,White,123300,356,75550,0
65,Female,White,139628,725,96319,1
46,Non-Binary,Asian,73345,846,67890,1
74,Female,Asian,27733,641,82929,0
56,Non-Binary,Hispanic,22645,779,68496,1
67,Female,Hispanic,91042,300,31460,0
24,Female,White,73230,602,41178,1
54,Male,White,55946,616,8630,0
23,Male,Black,131411,741,27392,1
71,Non-Binary,Hispanic,81765,833,8890,1
62,Non-Binary,Black,145775,812,21629,1
22,Female,Asian,51832,516,15242,0
32,Female,Asian,82220,613,56000,1
74,Female,Other,83525,831,58796,1
65,Female,Other,125980,527,39542,1
33,Non-Binary,Hispanic,23695,815,30712,1
54,Non-Binary,White,126468,770,23622,1
66,Female,Black,77827,679,32520,1
30,Male,Black,108304,698,59012,1
35,Female,Other,90766,419,22995,0
60,Female,Hispanic,107528,522,82724,1
67,Female,Other,81957,720,43985,1
44,Male,Asian,75003,313,49487,0
36,Non-Binary,Asian,137601,824,16382,1
58,Male,Hispanic,97049,720,5259,1
67,Non-Binary,Other,137867,822,79147,1
47,Non-Binary,White,100390,353,27155,0
22,Female,White,73240,442,12088,0
27,Non-Binary,Asian,37479,311,5056,0
53,Female,Other,21492,748,11540,1
63,Female,Other,89638,790,73548,1
50,Female,Other,132830,355,36200,0
37,Non-Binary,White,70123,732,72422,1
58,Male,Black,52910,623,32307,0
50,Non-Binary,Other,129229,799,65344,1
29,Female,Black,20347,813,9687,1
53,Female,White,83055,800,40076,1
70,Male,Other,71897,429,49660,0
24,Female,Asian,122660,425,86411,0
49,Non-Binary,Black,50252,304,39978,0
24,Non-Binary,Black,128100,683,20704,1
68,Female,White,101306,450,11315,0
68,Female,Hispanic,38234,559,82773,0
52,Non-Binary,Hispanic,53486,423,80755,0
39,Non-Binary,Black,68370,359,53275,0
55,Female,Asian,131929,373,61607,0
28,Non-Binary,White,70955,678,88271,1
56,Non-Binary,Other,23687,744,78095,1
51,Male,Black,103557,446,6222,0
70,Male,Black,105322,786,57687,1
69,Female,Hispanic,94557,465,31282,0
48,Non-Binary,White,120661,737,91119,1
19,Female,Asian,40887,736,37943,1
50,Female,White,96852,427,53299,0
61,Female,Hispanic,145188,691,61783,1
36,Male,White,140061,834,10468,1
54,Female,Black,29693,488,33433,0
53,Female,Asian,24651,498,62048,0
66,Female,Hispanic,73357,609,37418,1
74,Non-Binary,Asian,55464,651,84894,1
71,Male,Black,147538,763,67943,1
24,Female,Asian,49179,630,42240,0
66,Non-Binary,Other,108387,728,16715,1
51,Non-Binary,White,121188,543,58153,1
23,Non-Binary,White,107381,724,85367,1
50,Non-Binary,Black,82627,416,67094,0
37,Male,Asian,60637,820,9928,1
62,Male,Asian,74107,624,97279,1
34,Female,Other,84309,783,92929,1
22,Male,White,77018,375,29056,0
45,Female,Hispanic,53888,841,41276,1
56,Female,Other,40990,397,39042,0
31,Female,Asian,51129,382,68943,0
59,Female,Other,43635,571,95355,0
37,Female,Asian,92173,603,89599,1
74,Non-Binary,Other,101235,578,41955,1
73,Non-Binary,Asian,122942,343,74382,0
39,Female,Asian,48369,553,38739,0
46,Non-Binary,Black,90478,823,6088,1
32,Non-Binary,Hispanic,74610,417,97916,0
51,Non-Binary,Other,22066,738,54037,1
36,Female,White,36677,620,56893,0
18,Male,Other,123414,811,84084,1
54,Female,Asian,108305,346,33033,0
39,Non-Binary,Other,22125,687,98485,0
45,Female,White,145374,611,49037,1
42,Non-Binary,White,30206,418,16482,0
54,Non-Binary,Hispanic,69026,305,79312,0
33,Female,Black,77822,344,92331,0
73,Male,Other,31088,315,72981,0
67,Female,Asian,66923,832,12006,1
33,Non-Binary,Other,37090,505,34679,0
20,Non-Binary,Hispanic,60008,437,48129,0
60,Female,Hispanic,135503,340,20023,0
52,Female,Black,119582,341,66209,0
63,Female,Black,113263,610,34036,1
56,Female,Black,143805,789,92422,1
24,Male,Hispanic,126049,831,70763,1
60,Female,Asian,92588,625,21863,1
21,Female,Asian,102203,399,8261,0
23,Non-Binary,White,108174,497,43807,0
55,Male,Black,117889,501,27273,1
58,Male,White,119398,510,95539,1
66,Non-Binary,White,54640,560,42981,0
67,Female,Other,116456,383,99246,0
45,Female,Asian,123423,435,50199,0
30,Non-Binary,Other,53012,555,70996,0
38,Non-Binary,Asian,121666,453,55444,0
56,Female,Asian,99789,389,63065,0
74,Non-Binary,Other,75016,807,67871,1
58,Female,Other,138577,761,47039,1
70,Female,Black,135503,461,49918,1
47,Female,Asian,84212,506,56737,0
74,Male,Hispanic,80015,427,16849,0
24,Male,White,64426,342,91230,0
18,Male,Other,110635,777,95770,1
53,Female,White,43923,426,54553,0
36,Female,Asian,55943,466,51395,0
36,Female,Asian,41646,732,17520,1
38,Male,Hispanic,107188,492,68857,0
25,Male,Black,43286,320,40004,0
70,Female,Asian,136185,435,47931,0
43,Non-Binary,Other,87395,469,76908,0
65,Non-Binary,Hispanic,58244,789,8612,1
58,Non-Binary,Black,138420,371,68977,0
60,Male,Hispanic,31828,628,59377,0
48,Non-Binary,Asian,20184,725,16724,1
34,Non-Binary,Black,111444,709,63641,1
55,Female,Asian,96434,470,9030,0
50,Non-Binary,Other,102874,617,15876,1
55,Female,Asian,110796,727,89531,1
26,Female,White,115465,769,16796,1
27,Female,Black,109558,447,23489,0
30,Non-Binary,Other,86245,471,41398,0
55,Female,White,125553,402,38806,0
57,Female,White,128820,364,79065,0
18,Non-Binary,White,65848,470,95546,0
50,Non-Binary,Hispanic,43242,647,29699,1
20,Male,White,132330,425,18718,0
59,Male,Asian,22063,499,79718,0
20,Male,Hispanic,70102,674,9039,1
52,Male,White,79822,431,87712,0
33,Male,Hispanic,66566,625,74242,1
21,Male,White,97262,539,47788,1
74,Female,Hispanic,119529,446,18674,0
57,Non-Binary,White,39971,328,33390,0
63,Male,Black,98055,344,70993,0
27,Male,Hispanic,75459,599,73142,1
71,Male,Hispanic,145326,584,82761,1
57,Female,Other,102801,743,94989,1
74,Male,White,149357,788,49410,1
63,Male,Hispanic,131271,451,52486,0
44,Male,Other,47369,676,36833,1
51,Female,Black,100901,732,53700,1
72,Female,Asian,47568,428,60192,0
63,Non-Binary,Other,149644,838,37020,1
64,Female,Hispanic,136291,619,99143,1
33,Male,White,119532,533,39950,1
31,Female,Asian,31544,641,69931,0
32,Non-Binary,Black,86639,806,6873,1
69,Male,Black,137981,629,31750,1
56,Male,Other,140923,302,40976,0
27,Male,Hispanic,129408,484,49494,1
40,Male,Hispanic,106889,713,78086,1
36,Male,Other,49826,659,76612,1
53,Male,Other,39081,761,71939,1
51,Female,Hispanic,98466,466,15949,0
33,Female,Black,63076,827,34438,1
40,Female,Asian,57536,684,88379,1
25,Non-Binary,Other,98803,768,98072,1
