Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
60,Non-Binary,Asian,109221,452,98402,0
67,Female,Other,130926,609,18205,1
52,Non-Binary,Asian,60783,648,20217,1
51,Female,Black,88770,319,89967,0
22,Male,Asian,70696,757,45886,1
63,Female,Other,120884,780,29995,1
18,Female,Asian,31121,722,88837,1
43,Non-Binary,Asian,45429,641,20993,1
59,Non-Binary,Hispanic,141621,402,6353,0
26,Male,White,115345,365,78189,0
26,Male,Asian,139675,819,67867,1
52,Non-Binary,Black,149769,345,22637,0
71,Male,Black,31708,316,77476,0
67,Female,Hispanic,24609,826,79204,1
70,Non-Binary,Other,37978,326,24414,0
46,Non-Binary,Other,126172,605,23057,1
29,Male,Black,109094,814,52106,1
35,Male,Asian,51594,457,63940,0
33,Female,Black,96626,799,39375,1
28,Female,Black,133389,599,78257,1
49,Female,White,122400,408,55429,0
62,Female,Asian,47744,722,12596,1
61,Non-Binary,Asian,53963,624,44516,1
35,Female,Hispanic,66127,372,9905,0
65,Male,Other,145321,305,61580,0
65,Male,Asian,113943,750,11205,1
40,Female,White,38692,529,85552,0
65,Non-Binary,Black,65187,518,42899,0
29,Male,Asian,77003,725,91082,1
45,Male,Other,130963,621,13832,1
43,Male,White,103723,650,73389,1
69,Male,Hispanic,76755,663,95191,1
73,Male,Asian,104107,717,88643,1
34,Male,Black,114013,344,69283,0
37,Non-Binary,Asian,89868,588,75221,1
49,Female,Hispanic,117451,668,43283,1
19,Non-Binary,Other,74637,654,32481,1
38,Male,White,50492,814,39796,1
66,Female,Other,109051,484,92763,0
28,Male,White,87644,638,97026,1
48,Non-Binary,Hispanic,78931,386,81763,0
38,Female,Asian,115802,365,66986,0
72,Male,Asian,56810,603,61029,0
50,Female,White,28640,570,9114,0
74,Male,Other,89222,643,98692,1
66,Male,White,142380,767,49578,1
18,Female,White,118005,320,75179,0
19,Male,White,108118,381,90470,0
30,Female,Hispanic,137173,409,93911,0
47,Female,Other,47436,668,15295,1
27,Female,Hispanic,113893,713,7041,1
25,Non-Binary,Black,62096,816,98805,1
25,Female,Black,58840,470,87910,0
48,Male,Hispanic,47117,471,66973,0
35,Non-Binary,Other,121056,690,75909,1
31,Female,Hispanic,53301,339,42847,0
22,Non-Binary,Black,60671,713,45288,1
34,Male,Hispanic,62900,604,89552,1
20,Non-Binary,Black,90221,505,15646,0
21,Non-Binary,Asian,42315,834,61866,1
22,Female,Other,148476,399,66550,0
62,Female,White,42937,406,38777,0
42,Non-Binary,Other,67011,312,30190,0
37,Non-Binary,Hispanic,144413,406,12521,0
54,Male,Asian,148358,717,39899,1
65,Non-Binary,Hispanic,118010,745,53818,1
51,Non-Binary,Asian,69493,612,25016,1
33,Female,Black,126641,468,44243,1
53,Non-Binary,Hispanic,73728,507,69604,0
56,Non-Binary,Asian,40382,388,81494,0
37,Non-Binary,Other,76168,598,65570,1
24,Non-Binary,Black,140046,635,74961,1
73,Non-Binary,Other,105882,375,63275,0
20,Male,Other,132890,551,37342,1
43,Female,Asian,97837,518,35668,0
63,Female,Hispanic,102308,512,13018,0
22,Female,Black,145435,849,78953,1
46,Male,Asian,31249,669,44311,0
67,Male,Black,27568,487,68055,0
23,Non-Binary,Other,148606,442,11883,1
38,Male,Other,76544,516,40148,0
55,Non-Binary,Asian,131130,644,68568,1
