Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
68,Female,Asian,41363,440,21890,0
37,Male,Other,126584,655,93475,1
38,Male,Asian,131918,519,40353,1
45,Non-Binary,Hispanic,77148,735,80578,1
18,Non-Binary,Black,101176,515,71866,0
49,Female,Other,64327,775,28590,1
32,Female,White,141487,312,31033,0
30,Female,Other,81749,763,84550,1
25,Female,Hispanic,52088,765,26857,1
30,Male,Hispanic,130122,753,60596,1
28,Non-Binary,White,26360,425,32931,0
37,Non-Binary,Asian,101246,326,10451,0
48,Non-Binary,Hispanic,65252,439,43285,0
40,Female,Other,48857,743,40175,1
56,Female,Black,105448,501,51262,0
69,Non-Binary,Other,110739,568,91886,1
28,Non-Binary,Asian,123063,730,72600,1
32,Male,Hispanic,133974,494,67170,1
74,Non-Binary,Hispanic,89562,611,45875,1
50,Male,Other,130475,800,77418,1
74,Non-Binary,Hispanic,104898,496,86250,0
52,Non-Binary,Asian,132579,532,24934,1
44,Male,Hispanic,107396,456,74098,0
56,Male,Asian,23782,542,80898,0
29,Male,Other,45241,551,87297,0
64,Female,Black,92201,579,84613,1
31,Female,Black,130326,363,19575,0
39,Male,Black,102330,710,27803,1
61,Female,Asian,113491,512,9096,1
64,Non-Binary,Other,48451,365,33247,0
39,Male,White,65745,317,47111,0
28,Non-Binary,Hispanic,100567,651,20003,1
71,Female,Other,142566,342,47504,0
33,Male,Hispanic,136111,778,38382,1
68,Female,White,58145,490,43892,0
23,Female,Hispanic,134767,416,8836,0
30,Male,Hispanic,28841,793,46519,1
73,Non-Binary,Other,112097,538,31990,1
69,Female,White,40255,696,55754,1
35,Non-Binary,Asian,84997,723,44950,1
37,Non-Binary,White,138855,692,8510,1
40,Non-Binary,White,78895,820,86503,1
18,Female,Other,56547,352,6193,0
42,Female,Other,149133,847,6684,1
37,Non-Binary,Hispanic,102104,556,45419,1
57,Female,Other,50876,642,17816,1
57,Non-Binary,Asian,49788,411,11597,0
52,Female,Asian,85658,769,41384,1
23,Female,White,143976,496,99276,1
59,Non-Binary,Other,128833,552,86244,1
31,Female,White,126333,751,77301,1
64,Male,Hispanic,141808,518,59089,1
43,Male,Hispanic,88779,431,53087,0
49,Non-Binary,Other,140439,571,65282,1
40,Male,White,58929,683,98551,1
61,Male,Asian,99705,556,6051,1
32,Male,Other,38217,517,63151,0
68,Female,White,93359,425,45199,0
32,Non-Binary,Black,149362,461,68426,1
54,Female,Other,107906,433,5967,0
36,Non-Binary,Hispanic,139674,333,40430,0
26,Male,White,142239,823,97732,1
28,Female,White,22625,579,7942,0
51,Female,Black,145630,582,56418,1
39,Non-Binary,Black,102466,831,31576,1
54,Female,White,116631,612,98392,1
59,Female,Hispanic,137238,671,8683,1
31,Male,Other,21892,641,22046,0
62,Non-Binary,White,90287,792,31192,1
61,Non-Binary,Black,114205,700,15976,1
52,Male,Asian,125188,309,6395,0
53,Non-Binary,Other,102867,314,83084,0
67,Male,Asian,42981,564,88871,0
39,Non-Binary,Black,138089,439,68313,1
74,Non-Binary,Other,138043,683,42567,1
39,Male,White,70926,443,73588,0
51,Male,Asian,115437,540,76807,1
51,Female,Hispanic,107496,777,84756,1
40,Male,Asian,111293,847,72737,1
51,Non-Binary,White,79114,565,51657,0
35,Non-Binary,White,122265,700,36618,1
38,Male,Asian,60342,365,66208,0
55,Non-Binary,Other,56131,517,23489,0
31,Non-Binary,Hispanic,59644,550,71429,0
21,Male,Black,39304,474,68798,0
68,Non-Binary,Black,149811,310,20209,0
29,Female,Asian,53947,428,91558,0
63,Male,Hispanic,22790,834,26279,1
60,Male,Hispanic,130630,780,88032,1
20,Female,Asian,80397,644,39337,1
21,Male,Other,20557,491,28228,0
65,Female,Hispanic,79572,715,27607,1
39,Female,White,55435,500,13847,0
46,Non-Binary,Asian,71098,522,56141,0
46,Non-Binary,Hispanic,133508,477,8652,1
66,Female,Other,116816,698,25665,1
64,Non-Binary,Other,40095,581,71825,0
33,Male,White,30034,734,82181,1
43,Non-Binary,Black,110059,452,28535,0
51,Female,Hispanic,87959,698,55091,1
35,Male,Other,123190,602,42057,1
56,Non-Binary,White,120884,509,77504,1
44,Non-Binary,Black,23255,300,70464,0
32,Male,Asian,94078,706,52287,1
40,Male,Hispanic,92239,741,76540,1
36,Male,White,53000,605,90879,0
56,Female,Other,45180,516,45948,0
69,Male,Black,25713,300,26105,0
56,Non-Binary,Asian,135143,611,15369,1
66,Female,Other,72255,584,60722,1
44,Non-Binary,Hispanic,90657,626,99247,1
70,Female,Black,39989,372,72618,0
20,Male,White,120768,565,79923,1
61,Male,Asian,112640,670,75077,1
73,Male,Hispanic,111602,367,63070,0
32,Male,White,120693,806,48311,1
57,Female,Hispanic,144173,523,25032,1
52,Female,Other,127239,445,45925,0
24,Non-Binary,Black,141472,835,22108,1
50,Female,Black,99731,843,11113,1
39,Female,Black,108738,510,85041,1
29,Non-Binary,Hispanic,76119,575,26836,1
20,Male,Asian,52574,406,20620,0
55,Non-Binary,Asian,49946,605,29855,0
42,Female,Black,27525,630,96527,0
32,Non-Binary,Black,94388,344,13929,0
19,Male,Hispanic,53183,330,22112,0
46,Non-Binary,Hispanic,81604,491,32684,0
46,Male,Other,56350,643,6552,1
45,Non-Binary,Other,33560,336,75407,0
64,Female,White,118560,738,40357,1
46,Male,Other,99566,487,74389,0
46,Female,Other,139597,746,58368,1
71,Male,Other,94069,354,98504,0
22,Male,Asian,87625,568,86601,1
52,Male,Hispanic,35148,510,83628,0
47,Female,Asian,83037,741,76337,1
47,Non-Binary,Asian,33214,670,58223,1
34,Female,White,27621,795,9070,1
32,Non-Binary,Black,24552,316,45478,0
40,Male,Asian,106289,657,74297,1
33,Female,Other,95004,841,16796,1
19,Female,White,76267,663,64596,1
30,Non-Binary,Black,89440,823,47126,1
28,Female,Other,39715,425,40943,0
64,Non-Binary,Other,124193,532,71115,1
59,Female,White,132862,554,87201,1
19,Female,Black,75364,407,39850,0
54,Female,White,123139,703,63600,1
33,Female,Hispanic,91273,484,34514,0
51,Non-Binary,Hispanic,28581,352,15685,0
21,Female,Hispanic,115597,347,93696,0
18,Non-Binary,White,106107,500,70693,0
59,Male,Asian,59500,477,86986,0
30,Female,Hispanic,27885,719,39868,1
18,Non-Binary,Black,80524,803,35341,1
45,Non-Binary,Asian,93353,417,5855,0
32,Male,Other,119620,323,23478,0
20,Male,Hispanic,120598,726,79594,1
28,Female,White,144767,798,94675,1
70,Non-Binary,White,54173,332,19064,0
72,Female,Other,141828,777,17024,1
51,Male,Asian,86952,674,6026,1
39,Non-Binary,Other,27871,432,69507,0
48,Non-Binary,Other,43601,719,85317,1
61,Non-Binary,Asian,31893,800,24904,1
65,Non-Binary,Black,42494,589,80216,0
63,Non-Binary,Black,141427,639,91049,1
56,Female,Black,63386,639,87391,1
70,Female,White,123297,838,42965,1
50,Female,Asian,68073,515,62262,0
59,Male,White,31388,700,23036,1
37,Male,White,139473,664,73111,1
22,Non-Binary,Other,86639,312,74422,0
19,Female,Hispanic,77124,442,86577,0
70,Female,Asian,36066,792,9517,1
55,Male,Asian,110729,430,26740,0
35,Female,Black,45960,585,26484,0
24,Non-Binary,White,125445,300,34602,0
40,Male,Hispanic,131863,508,49448,1
69,Non-Binary,Hispanic,41628,586,9731,0
63,Male,Asian,32251,333,76568,0
39,Non-Binary,White,52055,395,16946,0
30,Female,Hispanic,38498,494,41995,0
27,Male,Other,39330,395,59637,0
40,Non-Binary,Black,30037,361,78761,0
26,Non-Binary,Hispanic,116091,448,52849,0
24,Male,Other,102516,380,46852,0
36,Non-Binary,Hispanic,114242,350,55348,0
29,Female,Black,109945,538,85158,1
54,Female,Black,60865,807,25189,1
