Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
38,Female,Other,57384,431,54062,0
35,Female,Asian,89990,638,51012,1
18,Male,White,70219,768,10207,1
60,Non-Binary,Asian,81557,328,85638,0
20,Male,Hispanic,63714,399,22628,0
68,Female,White,84517,685,86052,1
53,Male,White,67838,797,66463,1
22,Female,White,143015,701,64674,1
25,Male,Hispanic,110162,594,68924,1
41,Female,Hispanic,64427,312,55820,0
61,Female,Black,59790,472,11237,0
43,Non-Binary,Asian,44162,640,20527,0
64,Male,Other,48344,797,21558,1
58,Male,Asian,30492,637,27340,0
71,Male,White,24549,801,27274,1
68,Male,Other,125873,311,62949,0
32,Non-Binary,Asian,146319,452,53168,1
52,Male,Hispanic,55293,536,12678,0
67,Female,Black,73776,411,62920,0
42,Male,Other,63242,579,61128,0
60,Female,Hispanic,64003,501,54687,0
25,Male,Asian,139609,500,76280,1
64,Non-Binary,Asian,34819,351,57174,0
73,Non-Binary,Other,49875,355,80850,0
71,Male,Hispanic,84978,456,51622,0
40,Male,Black,124261,800,75252,1
72,Male,Other,97603,725,74579,1
53,Male,Hispanic,106301,730,11612,1
22,Male,Other,123038,585,95311,1
74,Female,Black,75337,464,28869,0
61,Male,Hispanic,75530,832,52050,1
18,Non-Binary,White,149808,582,87438,1
50,Female,Hispanic,113740,373,6521,0
61,Male,Black,136970,444,71745,1
38,Female,Hispanic,118172,394,42033,0
63,Non-Binary,White,43850,392,24399,0
59,Female,Black,55256,443,72651,0
68,Female,Black,59311,561,5222,0
54,Male,Other,131938,392,6866,0
64,Female,Asian,34721,580,40333,0
52,Male,Other,133451,304,51554,0
59,Female,White,95177,430,31596,0
62,Female,Asian,135992,560,67575,1
72,Female,Black,131779,587,50170,1
24,Non-Binary,Hispanic,76568,529,10566,0
63,Non-Binary,Black,84305,727,87398,1
55,Male,Other,59870,772,92982,1
20,Non-Binary,White,144296,430,45297,1
68,Female,Black,50825,542,47204,0
25,Non-Binary,Hispanic,98553,469,95951,0
48,Female,Black,90154,549,96071,1
45,Non-Binary,Other,63856,384,90593,0
70,Female,White,123329,306,64033,0
21,Male,Hispanic,81953,343,43331,0
74,Female,White,87553,459,28207,0
61,Male,Asian,86320,640,44391,1
71,Non-Binary,White,119874,711,98795,1
45,Male,White,139149,570,46072,1
50,Non-Binary,Asian,39176,683,23689,1
55,Male,Black,114536,689,35090,1
45,Female,Other,30076,598,30640,0
42,Female,Other,106321,467,62157,0
50,Female,White,61524,742,16057,1
67,Male,Black,129345,541,24635,1
67,Male,White,96370,741,97541,1
34,Male,Asian,77094,761,59631,1
44,Non-Binary,Asian,24344,707,64197,1
34,Male,White,42927,399,88048,0
69,Non-Binary,Black,41081,447,30481,0
70,Female,Black,50590,605,74790,0
73,Female,Black,97268,517,14710,0
71,Male,Other,125547,333,12278,0
59,Non-Binary,Hispanic,37596,786,80959,1
31,Female,Asian,62871,336,52325,0
36,Female,White,100979,519,73190,1
39,Non-Binary,Black,119966,462,88975,0
32,Male,Asian,145367,436,6736,1
51,Male,Hispanic,125627,771,78149,1
42,Non-Binary,Hispanic,135215,340,39310,0
71,Female,Black,131311,810,46767,1
61,Non-Binary,Other,43635,610,90044,0
63,Male,Asian,99056,373,40550,0
58,Male,Black,30331,453,7678,0
59,Male,White,23093,837,28311,1
26,Male,Hispanic,118592,776,86524,1
29,Non-Binary,Hispanic,30280,605,43884,0
51,Male,Asian,147117,651,62444,1
33,Male,Other,146377,512,30824,1
20,Female,Other,78113,454,21113,0
25,Non-Binary,Other,110242,671,9812,1
24,Female,White,105410,394,52464,0
50,Female,Black,143931,567,34108,1
45,Non-Binary,Black,97657,684,87269,1
72,Male,Other,99642,482,24319,0
58,Male,Hispanic,140347,546,86147,1
33,Female,Other,107754,681,33911,1
58,Non-Binary,Other,58510,489,92952,0
73,Non-Binary,Asian,32928,349,70585,0
21,Male,Other,57162,721,82170,1
19,Non-Binary,Asian,60119,377,67469,0
64,Male,Hispanic,131455,656,24563,1
51,Non-Binary,Hispanic,90903,837,38971,1
19,Male,White,107363,330,65108,0
64,Non-Binary,Other,38956,713,94910,1
72,Non-Binary,Asian,139069,441,76894,1
43,Non-Binary,Hispanic,123438,765,71747,1
60,Female,White,47366,436,74323,0
21,Female,Other,89706,451,43178,0
53,Non-Binary,White,138790,794,94180,1
18,Male,Hispanic,80993,597,63599,1
51,Non-Binary,Other,52912,529,56978,0
74,Non-Binary,Other,133749,398,44328,0
54,Female,Other,35853,478,36669,0
64,Non-Binary,Black,96554,635,21301,1
72,Male,Other,76991,530,15058,0
24,Female,Hispanic,146722,334,98268,0
53,Non-Binary,Other,138369,671,98182,1
45,Non-Binary,Hispanic,78862,652,54151,1
44,Non-Binary,White,28805,817,41889,1
65,Non-Binary,Asian,144487,576,13698,1
56,Male,Asian,109197,702,60353,1
58,Female,Black,88916,719,53217,1
70,Non-Binary,Other,83064,677,36501,1
48,Female,Black,110817,422,17223,0
63,Male,White,112645,680,34503,1
58,Male,Hispanic,30793,826,81189,1
54,Non-Binary,Black,39034,464,53065,0
70,Non-Binary,Hispanic,54260,627,70407,1
70,Female,Hispanic,88834,382,28528,0
59,Female,White,115467,687,59313,1
39,Male,White,128737,833,25474,1
60,Male,White,32022,743,37716,1
58,Female,Other,22131,513,15207,0
47,Female,Other,133785,816,72473,1
22,Non-Binary,Hispanic,138033,584,49010,1
32,Female,White,83429,587,51788,1
54,Female,Other,56779,394,23415,0
37,Female,Asian,107376,826,70931,1
31,Male,White,47546,376,39391,0
45,Female,Other,121287,584,11123,1
23,Female,Black,84814,672,68545,1
37,Female,Other,28131,643,47415,0
48,Female,Black,122335,671,95387,1
32,Female,White,138403,689,27814,1
73,Female,Asian,21058,716,52404,1
34,Male,Black,119782,335,69508,0
