Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
74,Male,Black,148213,386,57797,0
58,Non-Binary,Other,24872,404,30224,0
66,Non-Binary,White,95215,658,99238,1
38,Female,Hispanic,132846,365,51234,0
60,Non-Binary,Black,63560,745,43781,1
66,Male,Hispanic,39755,642,6650,0
60,Male,Other,145670,464,88431,1
42,Male,Hispanic,46991,647,26865,1
52,Non-Binary,Other,112362,351,5422,0
57,Female,Hispanic,29071,786,6754,1
53,Male,Asian,23908,572,22823,0
30,Female,White,115955,675,58662,1
62,Male,Black,95891,423,90729,0
67,Non-Binary,White,119275,450,84106,0
73,Male,White,22613,604,74107,0
62,Female,Hispanic,20268,480,67861,0
70,Non-Binary,Black,119356,748,84984,1
58,Non-Binary,Hispanic,106840,356,45852,0
21,Non-Binary,Hispanic,34958,812,44700,1
42,Male,Asian,122365,630,18733,1
66,Non-Binary,Asian,65863,614,85579,1
59,Male,White,124718,714,98718,1
29,Non-Binary,Black,145556,814,29437,1
44,Non-Binary,Asian,20393,570,54464,0
60,Non-Binary,Black,141465,313,16096,0
21,Non-Binary,White,55978,417,48397,0
31,Non-Binary,Hispanic,111392,844,40883,1
53,Non-Binary,White,22875,697,16254,1
26,Female,Hispanic,41453,589,24132,0
52,Non-Binary,Black,88722,733,93198,1
54,Non-Binary,Black,51983,728,72978,1
35,Non-Binary,Hispanic,55834,460,55371,0
55,Female,Black,90869,537,31670,0
21,Female,White,145028,344,54887,0
30,Female,Hispanic,147402,361,36379,0
20,Female,White,60959,384,52221,0
50,Female,Asian,23912,606,35565,0
58,Male,Hispanic,92863,503,39883,0
44,Non-Binary,Hispanic,83182,729,48932,1
57,Female,Hispanic,40631,408,5981,0
50,Male,Asian,74915,697,78536,1
62,Female,White,52345,457,5334,0
53,Male,White,101908,454,64509,0
73,Non-Binary,Hispanic,116776,705,9526,1
25,Male,Hispanic,53597,687,25541,1
18,Male,Other,132339,764,91397,1
63,Male,Black,110783,347,7451,0
41,Non-Binary,White,56181,487,58475,0
66,Female,Black,143692,840,55820,1
29,Non-Binary,Black,35509,433,45922,0
19,Non-Binary,Asian,126431,710,75340,1
41,Female,Black,65203,325,16285,0
67,Female,Hispanic,74398,541,92127,0
