Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
73,Non-Binary,Other,131028,728,63847,1
47,Non-Binary,Black,106174,356,19028,0
46,Non-Binary,White,44736,664,97674,1
18,Female,Hispanic,138304,668,34824,1
54,Male,Black,84653,454,49351,0
21,Male,Asian,71222,317,31932,0
64,Non-Binary,White,90381,462,54755,0
26,Female,Asian,88212,664,8118,0
59,Male,Asian,35519,416,86674,0
73,Female,Asian,108838,673,87063,1
68,Non-Binary,Hispanic,126814,610,72432,1
38,Female,White,67120,642,81066,0
43,Female,Hispanic,129860,301,73802,0
51,Non-Binary,Asian,89746,601,82382,1
58,Non-Binary,Hispanic,67762,697,39965,1
23,Non-Binary,Asian,53480,818,63863,1
48,Female,Black,68692,705,29088,0
35,Non-Binary,Asian,110517,712,43359,1
65,Male,Black,35556,838,76388,1
32,Non-Binary,Asian,131276,623,31605,1
74,Female,White,122484,609,19979,0
67,Non-Binary,White,99195,772,84469,1
59,Male,Other,85190,317,35783,0
52,Male,Black,60519,666,37445,1
37,Male,Black,33137,305,75210,0
28,Female,Asian,53584,305,43307,0
66,Male,Black,20907,459,30261,0
68,Male,Other,50301,796,25109,1
44,Female,White,60566,527,75949,0
36,Non-Binary,Hispanic,97342,664,57098,1
73,Male,Other,46034,319,78408,0
52,Female,Black,89103,744,76649,0
58,Female,Other,130341,721,42612,1
55,Male,Hispanic,56347,523,32832,0
37,Male,Other,115703,764,39444,1
59,Male,Asian,95495,541,79255,1
72,Female,Hispanic,116069,831,91798,1
36,Male,Asian,64132,634,73958,1
68,Female,Black,63611,766,85740,0
19,Female,Hispanic,99905,459,81481,0
71,Non-Binary,White,50187,616,10584,0
34,Male,Asian,25225,514,21530,0
38,Non-Binary,Hispanic,108048,670,36635,1
34,Non-Binary,Black,32322,633,38674,0
35,Female,Other,133756,437,37613,0
23,Male,White,56549,776,70547,1
72,Non-Binary,Other,82528,728,71285,1
41,Female,Asian,20551,447,63221,0
33,Male,Black,58264,384,63315,0
