Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
37,Male,Hispanic,64155,444,5413,0
59,Female,Hispanic,119609,352,49851,0
60,Female,Other,95837,668,18033,1
41,Female,Black,24065,320,29374,0
33,Male,Hispanic,65154,569,60676,0
42,Male,Hispanic,53430,412,28748,0
22,Non-Binary,Hispanic,48003,807,91613,1
49,Female,Asian,43914,629,64551,0
62,Female,White,38197,416,19883,0
37,Non-Binary,Asian,83896,303,9603,0
42,Non-Binary,Black,122152,343,76070,0
39,Male,Asian,70975,814,26115,1
47,Female,Black,76477,569,86846,0
71,Non-Binary,Asian,108208,602,14447,1
18,Female,Asian,105153,778,24384,0
48,Female,Hispanic,105385,676,81908,0
19,Female,White,93906,481,60191,0
21,Female,Other,107073,447,75361,0
57,Non-Binary,Hispanic,146923,419,56976,1
67,Non-Binary,Black,87795,599,68628,1
22,Non-Binary,Hispanic,29636,629,17890,0
27,Male,Asian,77563,445,70579,0
68,Non-Binary,Hispanic,62446,699,63800,1
55,Female,Asian,118360,387,91493,0
63,Male,White,131215,314,95223,0
18,Male,Hispanic,37242,795,44052,1
33,Male,Black,55088,833,50140,1
53,Female,Other,114410,512,68376,0
43,Non-Binary,Other,59904,741,48338,1
72,Female,White,108379,435,27099,0
43,Non-Binary,Black,51997,327,24707,0
37,Male,Hispanic,44709,495,26658,0
48,Male,White,102691,454,12500,0
28,Male,Other,77326,472,90456,0
51,Male,Other,134201,365,54253,0
69,Male,White,69484,620,75793,1
47,Female,Other,86887,689,60886,1
42,Non-Binary,Black,54044,813,46125,1
31,Male,Black,70824,595,5377,1
61,Non-Binary,Hispanic,100335,632,82350,1
39,Female,White,37876,617,42173,0
23,Male,Asian,91349,335,54661,0
35,Male,Other,77190,350,21921,0
41,Non-Binary,Asian,61820,317,59840,0
58,Male,White,113695,455,58077,0
55,Male,White,25519,462,42764,0
54,Female,White,134463,429,27807,0
68,Male,Black,92168,788,83013,1
63,Non-Binary,Hispanic,128505,389,85877,0
67,Non-Binary,Asian,133357,401,37311,0
54,Male,White,146546,417,93513,0
62,Non-Binary,Black,122414,430,96238,0
59,Female,Hispanic,82960,397,60500,0
64,Non-Binary,Other,29509,600,6329,0
26,Male,White,90744,550,53745,1
36,Non-Binary,Other,93239,647,59089,1
26,Female,Other,46043,715,98512,0
26,Male,Black,97524,555,23988,1
42,Non-Binary,White,142628,710,24515,1
53,Male,Other,89074,611,38792,1
69,Female,Hispanic,79239,757,91743,0
22,Female,White,107410,357,77104,0
31,Female,Black,105096,524,19186,0
59,Male,Asian,97396,643,31141,1
19,Female,Black,88186,484,45296,0
53,Female,White,48652,731,56349,0
20,Female,Other,70036,724,70295,0
49,Male,Black,127253,793,42413,1
50,Female,Black,41128,684,73158,0
25,Non-Binary,Hispanic,37354,517,47341,0
61,Non-Binary,Other,129494,355,17596,0
52,Male,Hispanic,34654,619,43029,0
56,Male,Hispanic,84012,705,21481,1
59,Non-Binary,Other,31323,481,20121,0
38,Male,Hispanic,117802,597,30916,1
33,Non-Binary,Other,119454,442,14854,0
52,Male,Black,68276,316,80657,0
24,Non-Binary,Asian,45395,697,5403,1
60,Non-Binary,Asian,124275,499,6107,1
37,Non-Binary,White,41106,846,47317,1
36,Female,Black,41718,393,10363,0
36,Female,Hispanic,93659,452,46634,0
60,Male,Asian,97055,711,87591,1
56,Female,Hispanic,59721,392,71746,0
48,Male,Hispanic,109436,677,32249,1
73,Male,White,121540,654,8605,1
71,Male,Hispanic,138862,701,69265,1
56,Male,Black,57959,471,14922,0
64,Male,White,122825,592,65912,1
19,Non-Binary,Asian,86831,585,64302,1
72,Female,White,113050,335,29176,0
61,Non-Binary,Asian,109480,356,19248,0
41,Non-Binary,Asian,100837,741,41495,1
29,Female,Asian,87829,767,50749,0
