Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
67,Male,Other,59156,782,75855,1
48,Male,Asian,130540,641,87523,1
46,Male,Asian,67111,408,47149,0
34,Female,Hispanic,138863,647,17700,0
61,Non-Binary,White,78019,801,85201,1
68,Male,Asian,137803,829,63649,1
43,Non-Binary,Asian,89877,618,92098,1
25,Non-Binary,Asian,121815,461,34413,0
73,Female,Asian,149150,374,21085,0
20,Male,Asian,116845,446,86228,0
23,Female,Black,50052,475,17844,0
20,Non-Binary,Asian,91525,599,11481,1
53,Non-Binary,White,63651,476,99032,0
23,Female,Other,88900,444,8121,0
23,Female,Black,92912,463,15087,0
58,Male,Asian,52770,585,95680,0
33,Female,White,111314,431,26410,0
60,Female,Other,145254,708,78364,1
64,Non-Binary,Black,143058,674,50551,1
70,Female,White,68244,512,78594,0
69,Non-Binary,White,93519,551,82967,1
52,Female,Black,130947,575,45268,0
44,Male,Asian,90045,518,6784,0
38,Non-Binary,Black,53412,764,28600,0
27,Male,Asian,118515,303,8833,0
73,Non-Binary,Other,25143,413,71118,0
65,Male,Hispanic,52856,838,22909,1
64,Male,Black,114439,730,70249,1
59,Non-Binary,Hispanic,57691,729,92653,0
60,Female,Asian,28991,373,27630,0
23,Female,White,35144,676,15714,1
42,Female,Other,79041,778,94582,1
49,Male,Hispanic,27995,391,76159,0
65,Female,Black,121406,515,78633,0
28,Male,Black,45708,377,85497,0
35,Non-Binary,Asian,143694,726,6668,1
24,Non-Binary,Other,87462,447,80790,0
55,Female,Asian,133221,314,26822,0
73,Non-Binary,Asian,59857,700,23248,1
21,Female,Asian,73220,351,37931,0
33,Male,Other,49626,527,39336,0
72,Female,Other,84697,711,78683,1
35,Male,Hispanic,54187,730,20935,0
54,Male,Asian,57867,803,30988,1
46,Female,Hispanic,26083,791,79114,0
36,Non-Binary,Asian,125771,628,67579,1
40,Male,Hispanic,97275,300,15863,0
42,Male,Asian,51418,730,69517,1
61,Non-Binary,Black,51080,686,90992,0
46,Male,Asian,95149,717,20601,1
