Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
66,Non-Binary,Black,147008,549,40045,0
37,Non-Binary,Black,32083,723,92903,0
34,Non-Binary,Black,54476,667,49864,0
65,Male,Other,79307,830,19590,1
25,Non-Binary,Black,146477,395,19464,0
22,Female,Asian,74872,753,66699,1
48,Male,Asian,113453,722,48912,1
45,Female,Asian,87052,596,85821,1
50,Female,Hispanic,145512,717,82111,0
48,Male,White,144463,508,51315,1
43,Male,White,29772,721,96365,1
27,Female,Black,79824,701,76302,0
24,Non-Binary,Black,62069,604,64682,0
66,Non-Binary,Other,137730,437,5246,1
73,Male,Asian,20274,807,21550,1
66,Non-Binary,Asian,34183,694,31745,1
66,Non-Binary,Hispanic,87786,594,12831,0
23,Male,White,101516,467,69780,0
44,Non-Binary,Asian,60672,379,47792,0
57,Male,White,30704,666,16389,0
71,Male,Asian,127400,841,54313,1
50,Male,Black,63373,520,87370,0
22,Male,Other,105568,494,83005,0
38,Female,Other,45586,371,73234,0
61,Female,Hispanic,126310,834,34841,1
49,Female,Black,67614,735,68309,0
58,Non-Binary,Other,80992,586,30788,1
31,Non-Binary,White,73339,846,41148,1
45,Non-Binary,Asian,84583,364,25112,0
51,Female,Other,68143,338,58310,0
54,Male,Black,107669,808,89335,1
47,Non-Binary,Other,33322,828,85704,1
37,Non-Binary,Black,43304,771,20643,0
20,Non-Binary,White,98822,312,28225,0
32,Non-Binary,White,114444,506,86744,1
59,Non-Binary,Black,139162,383,47408,0
42,Female,Hispanic,109002,300,33052,0
27,Non-Binary,Black,87326,326,39240,0
43,Non-Binary,White,144498,616,64550,1
70,Female,White,58660,799,51988,1
63,Non-Binary,Hispanic,135125,730,49257,1
22,Female,Hispanic,53585,360,6692,0
58,Female,Asian,81770,396,43638,0
18,Female,Asian,39600,428,58512,0
18,Female,Black,105262,516,31038,0
45,Non-Binary,Other,149817,460,73730,1
33,Male,Asian,114323,520,9004,1
51,Female,Asian,126820,766,60499,1
20,Male,White,103897,536,82477,1
42,Non-Binary,White,34408,407,41559,0
55,Female,Black,58767,531,79592,0
26,Female,Black,126835,619,19379,0
53,Female,Black,145246,635,55389,0
72,Female,Other,90671,497,29017,0
29,Non-Binary,White,135127,745,17147,1
55,Male,White,49539,668,70535,1
74,Female,Other,85246,424,16620,0
20,Male,Black,95819,715,17582,0
57,Female,Hispanic,138300,457,46291,0
65,Non-Binary,White,30428,643,64603,0
27,Male,Hispanic,96697,456,34862,0
52,Non-Binary,Other,25387,728,92524,1
50,Non-Binary,White,109131,571,22284,1
43,Female,Black,132849,586,17605,0
26,Non-Binary,Other,87142,671,91413,1
67,Male,Hispanic,52577,799,57641,0
47,Female,Hispanic,131723,308,51812,0
41,Male,Hispanic,119450,690,8704,0
58,Non-Binary,White,32886,819,78632,1
72,Female,Other,133104,492,77561,1
30,Female,Hispanic,132195,584,33973,0
54,Male,Black,85925,570,17515,0
39,Female,Asian,39866,834,77128,1
58,Non-Binary,Asian,94117,464,83297,0
56,Female,Other,48445,453,75484,0
63,Female,Hispanic,83367,641,47072,0
49,Female,Asian,50893,421,27166,0
25,Female,White,118695,370,56028,0
39,Male,Hispanic,84855,828,46124,1
28,Male,Asian,72798,835,13599,1
36,Female,Hispanic,123866,808,42834,1
51,Non-Binary,Black,132327,729,71229,0
48,Female,Hispanic,107936,403,12096,0
33,Female,White,146303,395,5715,0
33,Male,Other,57699,717,33596,1
72,Non-Binary,White,59265,610,65990,1
56,Female,Black,112679,826,75940,1
31,Female,White,59582,705,23787,1
73,Non-Binary,Black,79161,432,83116,0
42,Non-Binary,Other,62077,339,20465,0
32,Female,Asian,110495,773,37377,1
74,Male,Hispanic,109076,420,21104,0
36,Female,Hispanic,147280,839,6993,1
62,Male,Asian,118548,834,55425,1
57,Non-Binary,Other,74621,378,81577,0
56,Non-Binary,Hispanic,123189,578,33782,0
38,Non-Binary,Black,25255,799,28648,0
63,Male,Hispanic,138929,775,47459,1
71,Female,White,32497,412,95916,0
73,Female,Black,40537,797,11678,0
52,Female,Black,31496,694,28195,0
69,Female,Black,46317,744,92173,0
42,Non-Binary,White,139459,531,6729,1
42,Non-Binary,White,91038,520,38588,0
