Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
58,Female,Asian,53311,388,16771,0
25,Male,Asian,63974,711,39835,1
49,Female,Hispanic,116942,470,34520,0
26,Non-Binary,Black,89696,529,16714,0
30,Female,Hispanic,43382,409,37864,0
61,Female,Other,55483,312,76102,0
28,Non-Binary,Asian,24795,701,69654,1
46,Male,Black,138882,392,43398,0
54,Female,Black,111321,713,6874,1
40,Female,White,68892,605,50813,1
66,Female,Hispanic,137883,475,47391,1
36,Female,Other,83924,721,75863,1
71,Male,Other,107695,659,84982,1
23,Female,White,121212,761,32741,1
43,Male,Black,54447,310,98044,0
69,Male,Black,138296,714,83868,1
24,Non-Binary,Black,123067,766,12257,1
55,Non-Binary,White,147444,389,84199,0
32,Non-Binary,Other,110368,549,14826,1
21,Non-Binary,Other,82838,591,33558,0
67,Non-Binary,Other,146728,327,30996,0
20,Female,Hispanic,97322,318,77421,0
47,Female,Hispanic,69106,658,47371,1
48,Male,Black,94665,580,62369,1
43,Non-Binary,Other,132571,713,27951,1
43,Female,Hispanic,103526,444,56183,0
67,Female,Hispanic,126471,761,61853,1
48,Non-Binary,Other,143379,386,67159,0
70,Non-Binary,Black,77038,387,92718,0
69,Non-Binary,White,24347,596,39294,0
62,Female,Hispanic,78776,799,46697,1
72,Male,Hispanic,70872,731,31343,1
21,Non-Binary,Other,58395,809,42005,0
40,Female,Black,84987,516,60074,0
43,Female,Hispanic,120757,451,15515,0
52,Non-Binary,Hispanic,69818,636,75658,1
66,Male,Asian,135221,641,63891,1
21,Female,Other,87951,812,52950,0
59,Female,Other,111060,369,82867,0
73,Female,Hispanic,148102,741,79114,1
20,Male,Other,149801,831,48218,1
58,Male,Other,26962,495,27535,0
30,Non-Binary,Hispanic,94222,747,90168,1
28,Female,Other,51058,836,46956,1
49,Male,Hispanic,85683,378,88191,0
68,Non-Binary,Other,32673,698,60347,1
48,Non-Binary,Hispanic,87764,630,84602,1
61,Female,Other,128095,661,84706,1
56,Male,Other,80376,837,61307,1
27,Non-Binary,Hispanic,65712,669,11196,1
73,Female,Black,37091,508,26434,0
30,Female,Other,43366,390,57178,0
73,Male,White,89884,752,13247,1
59,Male,Asian,36486,834,98439,1
49,Female,Hispanic,124840,769,91982,1
32,Female,Asian,74677,706,52321,1
26,Non-Binary,Other,101462,404,87225,0
55,Female,Black,47428,312,61198,0
63,Male,Other,117043,536,87258,1
23,Male,Hispanic,31008,521,48943,0
64,Male,Asian,72841,389,77795,0
43,Non-Binary,White,113238,402,7783,0
58,Non-Binary,Hispanic,108090,653,63173,1
43,Non-Binary,Asian,48040,592,50354,0
41,Male,Hispanic,25997,499,94840,0
57,Female,Hispanic,21753,820,41726,1
38,Non-Binary,Asian,117605,618,39073,1
55,Female,Asian,77906,544,51336,0
40,Female,White,130357,500,98261,1
29,Male,Black,145286,422,57580,1
42,Female,Asian,136111,834,35735,1
42,Female,Other,136550,736,79577,1
19,Female,Asian,91059,440,94614,0
37,Male,Black,122722,550,83360,1
71,Male,White,68614,689,38415,1
29,Female,Black,77446,668,72232,1
33,Male,White,138849,588,24301,1
72,Female,Black,106534,739,9728,1
56,Male,Other,24704,544,18706,0
62,Female,Black,118310,446,23744,0
41,Male,White,38693,698,15185,1
42,Non-Binary,Hispanic,65034,543,23687,0
21,Female,Hispanic,101608,771,54512,0
61,Male,Other,114871,831,84067,1
58,Female,Asian,146465,494,76358,1
40,Female,Asian,75071,638,89144,1
74,Female,Other,25460,319,41325,0
70,Non-Binary,Hispanic,70679,633,13580,1
53,Non-Binary,Black,76201,454,51697,0
60,Male,Hispanic,68690,618,83901,1
23,Male,Black,54319,474,49423,0
47,Female,Asian,120474,452,86911,0
54,Female,White,72583,751,78021,1
32,Female,White,130739,756,93992,1
33,Male,Black,144831,306,51446,0
58,Male,Hispanic,121291,309,91005,0
68,Non-Binary,Black,50935,844,10731,1
38,Female,White,98029,610,21194,1
20,Female,Black,21660,371,77489,0
30,Non-Binary,Other,57042,385,33184,0
28,Female,Hispanic,76033,666,63843,1
54,Non-Binary,Asian,94095,443,28041,0
62,Male,Asian,108268,738,42423,1
36,Female,White,97573,839,80575,1
37,Female,Hispanic,90639,310,45774,0
74,Female,Black,131564,691,60513,1
24,Female,Black,46507,405,34207,0
47,Male,Other,93074,619,15462,1
20,Non-Binary,Other,36976,583,42521,0
24,Male,Other,51162,484,68891,0
63,Non-Binary,Hispanic,107280,557,56646,1
73,Non-Binary,White,62956,745,38789,1
42,Female,Other,100966,579,88359,1
39,Non-Binary,Black,52078,418,22002,0
20,Male,Asian,137058,730,12208,0
44,Male,Asian,123319,406,71353,0
45,Female,Hispanic,116008,803,44093,1
38,Female,Asian,56227,416,47326,0
35,Female,Asian,47062,847,16126,1
54,Female,Asian,129688,739,93610,1
20,Female,White,33678,318,26718,0
61,Male,White,86796,456,8537,0
18,Male,White,55366,497,26510,0
66,Non-Binary,White,149687,661,69078,1
18,Female,White,61679,724,8766,0
21,Male,Other,134774,308,50561,0
65,Male,Black,116761,668,14727,1
28,Male,Hispanic,27961,483,98181,0
38,Female,Black,26547,422,12184,0
55,Male,Black,123314,845,12183,1
58,Male,Other,50762,408,58333,0
27,Non-Binary,Other,115260,374,36144,0
29,Female,Asian,30911,346,15978,0
66,Female,Hispanic,72451,455,14844,0
61,Female,White,62039,807,10642,1
69,Male,Black,54429,436,57886,0
26,Female,Asian,133151,733,30326,1
47,Female,Black,65784,605,15780,1
66,Female,Other,103260,634,59282,1
28,Non-Binary,Hispanic,62926,692,9893,1
65,Female,White,121357,653,83208,1
35,Female,White,111728,579,46299,1
22,Male,Hispanic,73334,474,9061,0
55,Male,Other,98334,460,49949,0
57,Male,Black,147616,504,21912,1
71,Male,Other,80536,441,67729,0
51,Non-Binary,Hispanic,52470,613,17818,0
33,Male,Hispanic,60230,772,39237,1
20,Non-Binary,Other,42451,475,28835,0
65,Non-Binary,White,44511,388,15682,0
49,Male,Other,68451,802,64597,1
64,Female,Asian,128346,616,17657,1
62,Male,Asian,31950,350,14604,0
30,Non-Binary,Other,92352,776,64275,1
30,Non-Binary,Asian,94686,304,45613,0
20,Non-Binary,Black,126031,656,14836,0
23,Female,White,63394,393,66613,0
47,Female,Other,89596,822,45889,1
51,Non-Binary,Hispanic,138514,623,44488,1
42,Female,Asian,124446,486,43836,1
62,Non-Binary,White,34588,646,73933,0
54,Non-Binary,Asian,74670,704,74378,1
71,Female,Asian,33187,464,97766,0
55,Female,White,134019,466,79082,1
65,Male,Other,31673,561,34168,0
37,Female,White,126402,616,76289,1
60,Female,Black,35226,779,82451,1
20,Female,Hispanic,85953,690,32772,0
35,Female,White,67513,614,36992,1
21,Non-Binary,Hispanic,24839,819,73552,0
46,Non-Binary,Black,92178,846,11439,1
31,Non-Binary,Hispanic,113983,680,59566,1
32,Non-Binary,Hispanic,72430,388,53052,0
18,Female,Hispanic,148558,793,62523,1
41,Non-Binary,Black,51609,390,91964,0
46,Male,Hispanic,42705,432,27723,0
35,Female,Hispanic,34497,389,41266,0
21,Female,Black,90796,547,64405,0
25,Female,Other,79390,430,50695,0
61,Male,Other,131605,829,30658,1
33,Male,Black,61296,502,61749,0
29,Female,Other,117945,487,75226,1
58,Male,Asian,129207,336,15854,0
63,Female,Black,108228,398,93121,0
28,Female,Asian,56053,738,41633,1
58,Female,White,97874,534,95999,1
34,Non-Binary,Other,93233,586,76680,1
19,Male,Other,64819,472,66792,0
38,Male,Other,87877,438,39435,0
33,Female,Other,104484,421,64545,0
45,Male,Other,135559,772,73528,1
34,Non-Binary,Hispanic,148316,666,61056,1
67,Female,White,31022,318,16175,0
