Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
60,Female,Black,21936,622,77859,0
24,Female,White,113879,744,34001,1
39,Female,Black,68110,381,77555,0
18,Male,Asian,68959,464,13430,0
35,Female,Black,53341,417,11340,0
47,Male,Asian,105174,741,29769,1
40,Male,Other,145758,666,53058,1
57,Non-Binary,White,120051,421,6023,0
51,Male,Black,63418,372,68347,0
24,Non-Binary,Asian,120631,381,68257,0
69,Male,White,43517,353,33113,0
50,Male,Black,126231,622,15632,1
20,Non-Binary,White,28242,489,84800,0
69,Male,Black,82977,345,42151,0
36,Non-Binary,Asian,75125,394,64980,0
57,Male,Hispanic,45259,428,94803,0
24,Female,Asian,59166,669,75639,0
73,Female,Other,136107,564,87281,0
66,Male,Hispanic,140692,674,51647,1
46,Male,Asian,94085,784,29597,1
34,Female,White,144356,707,31089,1
44,Male,Hispanic,33670,739,54383,1
36,Female,Asian,63077,572,5753,0
37,Non-Binary,White,93368,604,51624,1
31,Female,White,73811,642,65019,0
30,Female,Other,30355,313,50378,0
35,Non-Binary,Hispanic,96926,319,19340,0
44,Non-Binary,White,44082,366,14019,0
43,Male,Black,75000,606,69487,1
60,Male,Hispanic,95543,445,44338,0
65,Non-Binary,Asian,49656,733,93789,1
68,Male,Asian,86049,310,56905,0
65,Male,Asian,103123,400,81519,0
29,Female,White,60326,499,7061,0
53,Male,Asian,44190,468,57777,0
48,Male,Black,34050,677,63852,1
31,Male,Asian,55202,812,34807,1
23,Non-Binary,Hispanic,64638,345,52707,0
26,Female,Black,86249,813,29957,1
62,Female,Hispanic,74474,820,57592,1
74,Female,Hispanic,122334,596,80357,0
42,Non-Binary,Black,114458,593,32064,1
48,Non-Binary,Other,119124,617,59125,1
44,Female,Black,28882,382,91284,0
62,Non-Binary,Black,111190,376,21899,0
39,Non-Binary,Hispanic,96301,352,93524,0
51,Male,Asian,47014,371,86288,0
31,Female,White,52482,541,29660,0
31,Female,White,81857,525,23091,0
57,Non-Binary,Other,108387,681,94817,1
70,Female,Asian,136129,481,72708,0
67,Male,Asian,22095,757,46198,1
31,Male,White,66669,399,63083,0
52,Female,Other,120856,421,40985,0
38,Male,Hispanic,125933,807,41751,1
18,Non-Binary,Hispanic,75978,624,87317,1
56,Female,Other,63660,329,73420,0
73,Female,Black,72256,525,14646,0
32,Non-Binary,Hispanic,137629,517,93741,1
64,Non-Binary,Hispanic,89422,411,50886,0
63,Non-Binary,White,20425,565,44588,0
61,Female,White,132969,565,70085,0
31,Female,White,69845,379,81392,0
71,Non-Binary,Black,83187,731,45759,1
45,Non-Binary,Asian,76258,826,16099,1
68,Male,Other,40152,640,96531,0
60,Non-Binary,Asian,111635,511,6671,1
37,Female,Hispanic,129799,825,98585,1
51,Male,Asian,27579,337,40969,0
20,Female,Black,59626,438,55537,0
64,Female,Asian,147085,328,67388,0
33,Female,Other,50525,776,64477,0
56,Non-Binary,Other,111961,822,86204,1
51,Male,Asian,110548,827,44497,1
62,Male,Hispanic,113081,517,96696,1
61,Female,Hispanic,105245,309,69003,0
29,Non-Binary,Other,138038,568,56556,1
59,Non-Binary,Asian,124821,692,60198,1
68,Female,White,102123,691,97703,1
24,Female,Hispanic,54578,566,32240,0
57,Non-Binary,Asian,53443,329,20494,0
37,Male,Black,89158,653,87844,1
70,Non-Binary,Black,130485,808,64777,1
61,Male,Asian,96815,756,61220,1
60,Male,Hispanic,100071,406,31105,0
21,Non-Binary,Black,81998,749,75383,1
62,Male,Black,37275,535,88127,0
24,Female,Asian,31410,409,98539,0
27,Female,White,123779,817,43691,1
50,Female,Black,102791,413,14269,0
56,Male,White,106131,658,95310,1
24,Non-Binary,Other,51443,819,78664,1
46,Male,Asian,141445,728,42704,1
24,Female,Asian,131251,676,12955,1
25,Non-Binary,Black,82352,616,43088,1
64,Non-Binary,White,139913,453,85005,1
21,Non-Binary,Hispanic,41686,841,65625,1
68,Female,Other,40781,670,53024,0
62,Non-Binary,White,26241,849,78488,1
31,Female,Black,55712,532,81552,0
54,Male,Hispanic,81196,528,76771,0
58,Non-Binary,Other,140859,673,65007,1
29,Female,Hispanic,51947,305,51590,0
31,Non-Binary,Other,60564,573,52343,0
50,Female,White,104271,685,24912,1
35,Non-Binary,Hispanic,85992,513,68459,0
37,Male,Other,46535,337,84941,0
57,Male,Asian,109675,397,33329,0
40,Male,Black,122168,483,14505,1
20,Male,Asian,130196,338,18595,0
36,Female,Black,20747,526,35076,0
29,Non-Binary,Asian,51235,840,33837,1
21,Non-Binary,White,83825,636,55247,1
54,Male,Hispanic,82263,404,71895,0
58,Female,White,67581,780,83843,1
40,Female,Other,78093,649,29919,0
33,Non-Binary,Hispanic,83404,305,22886,0
45,Non-Binary,Asian,39491,543,42084,0
32,Non-Binary,Hispanic,142398,782,67004,1
29,Non-Binary,Other,117229,458,91558,0
36,Male,Other,49756,570,7348,0
66,Non-Binary,Black,44057,734,39171,1
65,Male,Asian,133628,769,67806,1
48,Male,Hispanic,92362,806,65544,1
22,Female,Hispanic,50562,323,53868,0
22,Non-Binary,White,71303,645,45141,1
19,Male,Hispanic,30643,435,76139,0
64,Non-Binary,Black,36415,630,46950,0
50,Non-Binary,Hispanic,143471,607,85353,1
