Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
24,Male,Other,73258,581,84843,1
70,Female,Hispanic,61851,750,55605,1
61,Male,Hispanic,122319,794,88768,1
49,Male,Hispanic,48455,791,49902,1
47,Male,Other,132152,687,67742,1
46,Non-Binary,Other,125608,663,15630,1
42,Female,White,42873,458,98226,0
36,Female,Hispanic,31089,753,9532,0
22,Female,Other,44359,591,39734,0
31,Female,Other,74210,772,85420,0
69,Female,Black,66239,783,58058,0
63,Female,Other,35049,494,11559,0
58,Non-Binary,Hispanic,143872,652,67800,1
22,Non-Binary,Asian,102101,422,11858,0
24,Male,Hispanic,94213,366,6814,0
42,Male,Black,105940,426,23997,0
59,Female,Other,85423,356,14087,0
33,Female,Asian,60283,604,68505,0
56,Female,White,129840,568,90599,0
45,Non-Binary,Hispanic,36975,354,8103,0
50,Male,White,42364,312,71757,0
24,Female,Hispanic,130806,637,62129,0
42,Male,Black,94405,793,64070,1
38,Non-Binary,White,72760,407,29551,0
23,Female,Black,48962,801,25715,1
49,Female,Black,54785,476,81246,0
36,Non-Binary,Hispanic,30636,355,10008,0
19,Female,Other,48803,670,7020,0
30,Male,Asian,36401,817,10633,1
33,Non-Binary,Other,35192,324,91709,0
27,Female,Asian,144676,467,17320,0
70,Non-Binary,Other,86652,417,64989,0
68,Male,Asian,119401,543,80901,1
69,Female,White,27639,313,35972,0
63,Male,Hispanic,129941,375,83508,0
33,Female,Asian,87570,682,72560,0
29,Male,Hispanic,97094,366,32218,0
70,Female,Asian,123689,575,94800,0
44,Non-Binary,Hispanic,27867,655,6582,0
56,Female,Other,108764,409,76667,0
42,Non-Binary,Other,53073,709,26604,1
74,Female,Asian,109689,764,56601,1
71,Non-Binary,Hispanic,50357,311,93637,0
19,Male,Other,147540,338,65194,0
20,Non-Binary,White,39304,623,57855,0
73,Male,Black,57538,575,30695,0
42,Male,Asian,48904,471,90274,0
53,Female,Hispanic,42410,715,80438,0
43,Non-Binary,Black,118032,628,95103,1
33,Male,Black,134940,744,27996,1
44,Female,Asian,84257,483,20625,0
35,Female,Asian,45776,536,30203,0
46,Female,Asian,34071,489,72477,0
38,Non-Binary,Asian,92891,531,64235,0
71,Non-Binary,Hispanic,92422,796,44287,1
53,Female,Other,88846,710,13685,1
48,Non-Binary,Asian,63529,752,44208,1
49,Male,Asian,35353,630,22577,0
51,Female,Asian,31456,442,73558,0
41,Female,Other,90291,696,94041,0
27,Male,White,38737,573,41189,0
18,Female,Hispanic,117024,537,80670,0
66,Non-Binary,Hispanic,95872,385,70932,0
58,Male,Black,92310,552,41737,1
33,Female,Asian,88687,498,83463,0
42,Female,Asian,98147,741,67321,1
70,Non-Binary,Asian,67102,339,34017,0
22,Non-Binary,White,109376,372,85410,0
47,Non-Binary,Hispanic,43104,612,49846,0
38,Female,Other,104405,829,63911,1
74,Female,Other,85594,605,88821,0
68,Male,Other,60029,709,92987,1
60,Female,Asian,144141,377,27914,0
58,Male,Hispanic,63323,594,42683,0
37,Non-Binary,White,89495,368,83203,0
20,Non-Binary,White,77866,331,13466,0
38,Male,Asian,85527,314,36526,0
23,Non-Binary,Other,127283,410,90026,0
19,Male,Other,27198,726,8501,1
61,Non-Binary,Hispanic,94327,790,54086,1
54,Female,White,79941,709,52063,1
33,Female,Black,31609,547,69029,0
31,Female,White,23943,559,43062,0
24,Non-Binary,White,71051,712,23663,1
47,Male,Hispanic,103297,573,76583,1
30,Male,Black,64964,749,28138,1
45,Female,Black,143167,820,80742,1
21,Male,Asian,105177,371,72771,0
63,Male,Black,144107,808,51520,1
50,Non-Binary,Black,124719,609,11573,1
29,Non-Binary,Black,46092,755,49823,1
52,Male,Black,126567,350,90010,0
47,Non-Binary,Asian,127283,457,13572,0
60,Male,Black,75634,435,35597,0
48,Male,Black,131836,432,7728,0
44,Female,Black,112542,660,61777,0
43,Male,Black,76717,597,99459,1
21,Non-Binary,Hispanic,55898,362,23015,0
23,Non-Binary,Hispanic,131942,836,92380,1
53,Non-Binary,Asian,77553,632,17638,1
72,Male,Asian,123388,592,14942,1
66,Male,Asian,43428,343,88312,0
51,Non-Binary,Black,93564,318,92542,0
64,Female,Black,58067,396,68334,0
22,Non-Binary,Black,53213,667,45328,1
34,Female,Hispanic,149414,601,44035,1
23,Male,Hispanic,85707,696,40867,1
72,Male,Black,139717,313,63204,0
29,Female,Hispanic,125866,618,83206,0
54,Male,White,79137,667,26117,1
51,Non-Binary,Asian,123714,780,26595,1
56,Female,Black,42581,750,32237,0
24,Non-Binary,White,76999,470,39044,0
53,Non-Binary,Asian,122391,391,71188,0
53,Non-Binary,Black,20397,715,76346,1
49,Male,Hispanic,46567,328,26087,0
69,Male,White,97877,661,79429,1
49,Female,Asian,26561,643,76487,0
36,Non-Binary,Asian,58350,689,62161,1
65,Female,Asian,46116,549,36988,0
60,Non-Binary,Black,84564,768,58599,1
72,Female,Hispanic,41951,680,45217,0
46,Female,Black,75068,707,60634,0
32,Male,Black,76636,492,53948,0
47,Non-Binary,Other,84970,464,60326,0
73,Male,Asian,121828,615,35165,1
49,Male,Asian,114293,463,59354,0
24,Female,Hispanic,35933,471,21972,0
49,Male,Asian,131943,814,69781,1
56,Non-Binary,Hispanic,54734,773,26664,1
37,Male,Other,66271,370,17129,0
36,Female,Asian,117934,307,92876,0
40,Non-Binary,Other,94322,496,84847,0
46,Female,Other,22125,505,94024,0
31,Female,Black,135725,303,24102,0
25,Male,Other,116493,633,84294,1
72,Non-Binary,Asian,96811,468,69281,0
30,Non-Binary,Asian,43726,584,50600,0
57,Male,Asian,64663,730,31850,1
66,Female,Other,72819,755,9716,0
47,Male,Black,88394,756,27708,1
37,Female,Asian,101831,645,35490,0
32,Non-Binary,White,64670,414,21789,0
19,Female,Other,146679,526,94573,0
51,Non-Binary,Asian,67108,845,54369,1
62,Male,Other,42104,350,60377,0
56,Non-Binary,Black,142016,489,36500,1
28,Non-Binary,Asian,33189,691,20078,1
71,Non-Binary,Black,72549,718,85085,1
40,Female,Other,97288,718,24363,1
25,Non-Binary,Asian,76184,544,21054,0
52,Non-Binary,Black,38360,311,35437,0
49,Male,Hispanic,120813,402,95591,0
66,Female,Asian,75319,649,22286,0
72,Male,Other,114374,356,95793,0
47,Male,Black,41879,384,96304,0
39,Non-Binary,Hispanic,123296,832,8626,1
49,Non-Binary,Hispanic,75587,427,72641,0
26,Female,Other,43608,502,39418,0
21,Male,Asian,128520,773,87463,1
28,Male,Hispanic,53569,679,97949,1
36,Female,Asian,44502,333,65929,0
35,Non-Binary,Hispanic,46770,810,68642,1
59,Female,Other,128959,772,45807,1
38,Male,White,95961,583,90860,1
27,Male,Black,142817,573,84069,1
71,Male,Black,27304,751,88392,1
74,Male,Other,128953,308,86352,0
20,Female,Hispanic,104439,339,99276,0
42,Male,Hispanic,81859,648,46385,1
24,Female,Hispanic,60584,757,55625,0
67,Female,Hispanic,32485,427,33953,0
66,Non-Binary,Other,45528,311,29233,0
33,Female,Hispanic,49365,838,55409,1
65,Female,Hispanic,120025,817,14405,1
66,Non-Binary,Asian,134841,554,97921,1
67,Female,Hispanic,97435,754,34113,0
29,Male,Asian,39014,322,51696,0
25,Male,Asian,141370,309,29205,0
56,Non-Binary,Black,55180,496,51294,0
30,Non-Binary,Hispanic,27568,758,87886,1
71,Non-Binary,White,42865,310,12618,0
31,Male,White,142103,568,49904,1
60,Male,Asian,70718,502,78490,0
74,Male,White,54634,530,56319,0
41,Female,Asian,38475,752,90931,0
60,Male,Hispanic,85640,431,21873,0
73,Male,Other,58748,676,6284,1
58,Non-Binary,Hispanic,91105,771,59103,1
35,Male,Asian,21965,548,54087,0
72,Non-Binary,Asian,123551,586,93328,1
69,Female,Other,89202,593,27978,0
72,Female,Other,101073,349,27581,0
69,Non-Binary,Asian,80282,617,10946,1
38,Non-Binary,Hispanic,102283,633,86858,1
50,Male,Asian,47481,758,16997,1
58,Male,Hispanic,120676,379,27955,0
50,Male,White,90182,801,28384,1
55,Female,Hispanic,82940,481,86278,0
47,Male,Hispanic,108655,546,52652,1
