Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
44,Male,White,136300,472,51877,1
45,Non-Binary,White,34599,376,11972,0
21,Non-Binary,Hispanic,92375,638,68842,1
67,Non-Binary,Hispanic,120115,510,47343,1
37,Male,Asian,68123,561,44003,0
58,Non-Binary,Other,42577,375,70462,0
34,Male,Black,56729,558,89426,0
28,Female,Other,114648,710,15634,1
61,Female,Black,54326,442,79748,0
25,Female,White,55399,721,37591,1
57,Non-Binary,Other,108489,392,18999,0
71,Male,Black,58737,451,51934,0
38,Female,Black,71121,743,58956,1
53,Non-Binary,Asian,68077,835,80100,1
20,Male,Other,81577,667,88995,1
27,Non-Binary,Hispanic,116386,524,16586,1
59,Non-Binary,Black,81322,605,32965,1
40,Male,Hispanic,131501,323,47073,0
30,Male,Hispanic,37727,788,76944,1
20,Female,Asian,107021,808,92729,1
19,Male,Hispanic,38115,392,99730,0
29,Non-Binary,Asian,63621,528,24850,0
55,Non-Binary,White,77532,508,9509,0
60,Female,Hispanic,56326,352,10859,0
51,Male,White,93588,369,60888,0
36,Non-Binary,Hispanic,142915,687,5049,1
22,Female,Asian,148299,540,32454,1
20,Male,Other,57679,402,32922,0
25,Non-Binary,Hispanic,68417,659,98565,1
71,Non-Binary,White,135866,524,32940,1
20,Non-Binary,Hispanic,31869,603,56968,0
63,Female,Other,58882,325,28872,0
42,Male,Hispanic,25564,635,19613,0
57,Non-Binary,White,81977,640,78275,1
64,Female,Black,98708,507,85787,0
37,Female,Hispanic,100809,572,75981,1
20,Male,Asian,126781,337,21252,0
72,Female,Hispanic,133699,649,52939,1
53,Female,Other,88594,590,54869,1
35,Female,Black,53065,843,97717,1
36,Male,Black,149265,594,8268,1
72,Non-Binary,Black,57516,541,72132,0
18,Female,Asian,103691,536,34075,1
56,Male,Black,75285,449,33574,0
66,Non-Binary,White,79717,596,20613,1
59,Female,Other,28937,340,18406,0
74,Female,White,149237,369,80773,0
48,Non-Binary,Black,78604,700,80167,1
32,Female,Black,50049,421,52274,0
32,Male,Black,31651,654,57566,0
53,Female,Other,29322,804,89237,1
51,Female,Black,125048,615,5172,1
53,Male,Hispanic,41548,605,45422,0
23,Non-Binary,Hispanic,118540,757,8975,1
54,Non-Binary,Asian,97769,498,44608,0
20,Non-Binary,Other,66622,573,50481,0
54,Non-Binary,Hispanic,119797,318,10668,0
60,Female,Hispanic,53399,544,93995,0
53,Female,White,113261,439,72227,0
44,Non-Binary,Black,107985,673,88575,1
21,Female,Hispanic,108971,386,12756,0
48,Male,Other,87037,517,63685,0
21,Female,White,22430,838,72875,1
31,Non-Binary,Black,62475,501,64938,0
52,Male,Black,71866,373,66589,0
54,Female,Asian,66974,615,90730,1
26,Female,White,112188,741,30676,1
71,Male,Asian,55768,767,18028,1
45,Male,Other,27822,671,45307,0
41,Female,Other,34255,452,36778,0
52,Female,Hispanic,143290,561,30449,1
61,Male,Black,99224,552,38972,1
44,Male,Black,71959,549,90250,0
48,Male,White,69276,583,48899,0
28,Male,Hispanic,58216,799,98611,1
53,Female,Hispanic,98825,365,5689,0
33,Non-Binary,Black,29132,613,92187,0
22,Female,White,108200,390,89626,0
41,Non-Binary,Black,96705,364,28667,0
18,Non-Binary,Hispanic,104108,668,31278,1
48,Male,White,139089,467,57453,1
43,Non-Binary,Black,43224,627,79956,0
59,Male,Black,122745,303,64667,0
67,Female,Other,96803,517,51772,0
25,Non-Binary,Hispanic,119275,838,90738,1
74,Male,Other,135968,315,37127,0
50,Female,White,31039,537,24435,0
73,Female,Other,58552,620,50790,1
31,Non-Binary,Black,40722,674,72617,1
69,Non-Binary,Other,132580,792,20815,1
32,Male,Other,69333,829,66768,1
20,Non-Binary,White,85468,300,42254,0
51,Female,Other,145810,735,91254,1
35,Male,Other,37254,647,48337,0
36,Non-Binary,White,20834,516,45226,0
21,Female,Other,98353,589,73186,1
60,Female,Other,22695,445,54461,0
39,Female,White,20167,710,11530,1
46,Non-Binary,White,99875,313,71873,0
48,Female,Other,104615,598,52198,1
18,Female,Asian,48693,615,90157,0
73,Non-Binary,Hispanic,68633,387,76958,0
61,Male,Asian,76674,489,81395,0
28,Non-Binary,Hispanic,37000,768,86033,1
54,Non-Binary,Other,31290,594,20668,0
56,Non-Binary,Hispanic,84668,492,33508,0
42,Male,Other,48418,795,60798,1
30,Female,Asian,28936,321,83634,0
39,Female,Asian,45077,776,49277,1
38,Female,Asian,82018,309,11439,0
18,Male,Other,139549,623,8760,1
20,Female,Other,101622,367,74106,0
41,Female,Hispanic,135271,368,48910,0
36,Female,White,138721,334,12170,0
57,Female,White,61594,764,71848,1
34,Male,Other,47794,344,42012,0
21,Male,Other,67399,650,89327,1
38,Non-Binary,Black,45976,581,97410,0
56,Non-Binary,Black,34317,797,72545,1
71,Male,Other,139105,466,72531,1
64,Non-Binary,White,105666,369,19575,0
40,Male,Other,61082,446,78531,0
23,Male,Hispanic,98254,840,94015,1
67,Non-Binary,Asian,74584,370,18850,0
21,Female,Black,23263,678,40319,0
69,Male,Other,56603,403,94933,0
64,Male,Asian,78573,441,18297,0
23,Male,Asian,70680,641,34609,1
43,Female,White,142552,766,87173,1
49,Female,Asian,24393,678,97599,0
53,Non-Binary,White,146478,454,14763,1
22,Non-Binary,Black,48401,647,76753,1
28,Non-Binary,White,137425,357,60914,0
70,Female,Black,98965,567,64989,1
68,Non-Binary,Hispanic,145775,430,70227,1
25,Male,Hispanic,27861,396,63250,0
71,Non-Binary,Hispanic,29669,473,25228,0
68,Non-Binary,White,103916,505,39566,0
34,Female,Hispanic,130818,339,94520,0
55,Non-Binary,Black,82636,816,23641,1
30,Non-Binary,Black,142289,615,6517,1
36,Non-Binary,Hispanic,68329,684,7570,1
68,Non-Binary,Asian,40851,334,48116,0
33,Non-Binary,Asian,133320,432,31522,0
48,Non-Binary,White,100175,555,35452,1
64,Female,White,38794,473,94118,0
59,Female,Other,112767,515,39328,1
65,Male,Asian,109367,339,74240,0
72,Female,Other,77908,397,20813,0
71,Non-Binary,Black,22975,519,75157,0
57,Female,Black,109123,357,27955,0
66,Male,Other,37039,822,11998,1
40,Male,White,96769,579,52348,1
38,Male,Black,32095,589,36415,0
31,Female,Asian,77365,630,59588,1
38,Female,Hispanic,149226,499,11102,1
64,Female,Black,115709,833,15278,1
25,Female,Other,99778,753,60571,1
22,Male,White,62499,638,97556,1
67,Male,Hispanic,118792,713,66596,1
58,Female,Asian,73270,674,89975,1
28,Female,Other,44162,518,85233,0
43,Non-Binary,Black,78541,305,7366,0
38,Female,Other,118004,753,45551,1
48,Non-Binary,Black,65920,455,98032,0
52,Non-Binary,White,142742,739,51742,1
25,Female,Hispanic,21616,566,84880,0
46,Non-Binary,Hispanic,54444,708,61222,1
56,Male,Black,117415,534,43750,1
55,Non-Binary,Hispanic,21573,584,68325,0
71,Male,Black,39619,314,74557,0
50,Female,Hispanic,36963,359,26546,0
54,Non-Binary,Asian,61739,848,25516,1
48,Female,Asian,103954,376,83535,0
28,Female,Black,63722,609,32724,1
40,Male,White,50463,419,80659,0
23,Female,Other,37230,540,63739,0
24,Male,White,109412,742,87828,1
28,Male,Black,20094,599,54895,0
57,Female,Other,104291,585,58622,1
51,Female,Other,126888,350,61456,0
22,Non-Binary,Black,128084,499,26158,1
69,Non-Binary,Asian,143672,583,86600,1
34,Non-Binary,Asian,118479,653,41729,1
47,Non-Binary,Hispanic,28101,431,15699,0
64,Male,Other,23066,725,82578,1
49,Non-Binary,Black,149462,615,33566,1
61,Female,Hispanic,34240,305,35865,0
21,Male,Asian,47971,422,56430,0
62,Female,Other,88777,795,11221,1
74,Non-Binary,Hispanic,30491,764,28536,1
52,Non-Binary,Hispanic,50402,498,83862,0
53,Male,Other,80303,420,97820,0
45,Female,Other,64319,643,11557,1
66,Female,Black,118680,814,18016,1
37,Female,White,38023,816,46881,1
18,Non-Binary,Other,137760,504,71196,1
33,Non-Binary,White,29623,510,53590,0
21,Male,Black,118140,702,43495,1
28,Male,Black,66149,718,64823,1
