Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
35,Non-Binary,Asian,120430,379,87458,0
29,Male,White,58078,427,49759,0
19,Female,Other,66990,846,13858,0
29,Male,Black,88564,740,91931,1
47,Female,White,146281,369,51216,0
47,Female,Hispanic,43435,665,54094,1
73,Non-Binary,Hispanic,59607,506,40472,0
64,Non-Binary,Black,129294,309,83262,0
48,Non-Binary,Black,51534,800,40248,1
22,Non-Binary,Other,142813,509,47425,0
32,Non-Binary,Black,46859,343,34802,0
62,Male,Hispanic,82801,471,56365,0
49,Female,Asian,22169,482,8950,0
31,Female,Other,95909,407,10876,0
60,Female,Hispanic,111911,552,64127,1
29,Non-Binary,Hispanic,88807,461,61506,0
62,Non-Binary,Asian,34016,357,40252,0
21,Male,Other,59548,483,94694,0
66,Non-Binary,Asian,88899,401,78439,0
53,Female,Other,141800,822,99520,1
22,Female,Asian,104082,725,8682,0
63,Male,White,148179,571,35345,1
33,Non-Binary,Black,21524,545,61042,0
40,Non-Binary,Asian,140609,832,27359,1
66,Male,White,67628,426,9305,0
71,Male,Other,112504,481,83629,0
20,Female,Black,122242,592,82812,0
36,Female,Asian,117309,636,64181,1
68,Non-Binary,Hispanic,31461,743,33732,1
44,Female,White,124181,577,8855,1
31,Non-Binary,Other,119656,420,58633,0
29,Male,White,25235,599,86802,0
47,Female,White,22903,537,65436,0
18,Male,Asian,22945,406,21608,0
69,Male,Hispanic,82775,630,11543,1
56,Female,White,115075,793,23513,1
27,Male,Hispanic,30326,832,9611,1
52,Male,Hispanic,71503,672,22840,1
44,Female,White,22472,678,36265,0
35,Male,Hispanic,43273,514,9280,0
27,Non-Binary,White,146228,375,29208,0
19,Male,Other,132995,409,93017,0
31,Non-Binary,Asian,123718,523,81536,1
27,Non-Binary,White,124141,680,64660,1
39,Non-Binary,Other,49389,355,85393,0
28,Male,Asian,36595,363,90568,0
30,Non-Binary,Black,37148,517,70256,0
72,Male,White,107557,692,95254,1
41,Non-Binary,Other,85323,576,72931,1
22,Female,White,56997,448,21947,0
70,Female,Black,139615,418,6116,0
20,Non-Binary,White,130255,604,12151,0
52,Non-Binary,Other,48729,726,85486,1
47,Female,Black,21458,356,16636,0
23,Male,Asian,129127,403,83829,0
72,Female,Other,141451,733,89025,1
31,Female,Asian,20911,813,20199,1
64,Male,Black,25652,627,10181,0
19,Male,Asian,21695,741,42436,0
32,Non-Binary,Other,134102,445,43030,1
32,Non-Binary,Asian,24435,487,53173,0
20,Non-Binary,Hispanic,71078,484,62737,0
39,Female,Black,76138,590,72865,1
46,Non-Binary,Black,143637,602,39153,1
40,Female,Hispanic,147610,676,83128,1
28,Male,Black,63759,335,12821,0
52,Female,Other,21084,308,62397,0
67,Female,Asian,111001,386,85342,0
22,Male,White,33018,793,47292,0
67,Female,Asian,37808,814,44791,1
54,Non-Binary,Black,21714,586,85695,0
28,Female,White,48437,366,16862,0
73,Female,Other,133399,804,72024,1
27,Non-Binary,Black,31168,568,83232,0
40,Non-Binary,White,41680,633,64716,0
21,Female,Asian,127203,524,40946,0
46,Non-Binary,Asian,97969,395,13444,0
54,Male,Hispanic,138753,698,74091,1
40,Non-Binary,White,36627,579,54622,0
71,Non-Binary,Asian,111042,687,66036,1
53,Female,White,37449,769,69022,1
33,Non-Binary,White,31268,511,27539,0
38,Male,Other,30610,484,63305,0
38,Non-Binary,Hispanic,105341,473,22386,0
56,Female,Hispanic,114638,609,50090,1
38,Non-Binary,Black,75497,660,52978,1
55,Non-Binary,Hispanic,122459,502,64865,1
44,Non-Binary,Other,67884,589,10185,0
64,Female,White,144687,820,31830,1
29,Female,Asian,67707,765,67818,1
60,Male,Hispanic,94239,440,55429,0
35,Male,Black,60046,624,25899,1
50,Non-Binary,Black,75586,847,38684,1
45,Male,Other,23297,614,63390,0
67,Female,Asian,50060,841,48838,1
65,Female,White,101684,487,19938,0
58,Non-Binary,Black,133168,663,34112,1
28,Male,Black,122360,345,41710,0
66,Non-Binary,Asian,78665,823,89501,1
50,Female,Other,68314,829,16533,1
50,Female,White,54569,413,94940,0
56,Non-Binary,Black,91519,313,11872,0
44,Male,Hispanic,97168,568,5570,1
56,Female,Black,96035,371,53937,0
73,Female,Other,144631,755,76718,1
60,Male,Other,65974,719,66377,1
41,Non-Binary,Black,146186,405,61910,0
45,Male,Asian,113630,543,59377,1
39,Male,Asian,97208,503,20949,0
22,Non-Binary,Black,26012,524,41901,0
59,Female,Black,91281,615,39454,1
32,Male,Asian,41795,416,16778,0
70,Female,Other,135542,419,87732,0
46,Male,Other,106011,557,64364,1
42,Male,Hispanic,145246,346,27470,0
60,Female,Other,20236,413,74708,0
24,Non-Binary,Other,33171,319,16689,0
20,Male,White,54502,361,18831,0
46,Female,White,128046,451,70737,0
63,Female,White,88006,722,46573,1
37,Non-Binary,Asian,35090,762,38766,1
31,Female,Asian,131388,446,26166,0
48,Female,Other,59638,415,6984,0
45,Male,Asian,95930,765,29392,1
