Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
67,Female,Asian,75632,362,52793,0
42,Female,Hispanic,80731,688,53170,0
52,Male,White,108806,417,51063,0
74,Male,Other,27185,695,73769,1
50,Non-Binary,White,88286,599,10227,1
23,Male,Black,80407,816,86709,0
30,Non-Binary,White,42118,314,8381,0
63,Male,Asian,25541,744,73627,1
58,Non-Binary,Black,109783,770,96863,0
48,Male,Other,69029,464,17369,0
66,Female,Other,28610,425,89665,0
49,Non-Binary,White,26638,338,97896,0
34,Non-Binary,Black,134377,360,85413,0
22,Non-Binary,Black,75210,741,63079,0
74,Non-Binary,Hispanic,108273,792,96695,1
43,Male,Hispanic,59542,724,80198,0
60,Non-Binary,Other,21293,470,75043,0
44,Male,Other,92878,411,38996,0
46,Male,Other,64801,821,63084,1
49,Non-Binary,Asian,103166,807,49215,1
50,Male,Black,146677,736,64596,0
44,Non-Binary,White,131605,701,34926,1
48,Female,Asian,137000,712,16973,1
47,Non-Binary,Asian,67302,480,31854,0
58,Male,Other,87639,563,76359,1
71,Female,Asian,108954,689,25913,1
67,Female,Asian,58293,339,24044,0
57,Non-Binary,Other,57598,520,24671,0
51,Non-Binary,White,142010,499,19341,1
33,Non-Binary,Hispanic,20498,650,91179,0
27,Male,Hispanic,24383,462,31955,0
21,Non-Binary,Black,24499,766,7744,0
48,Non-Binary,Hispanic,67757,501,50836,0
68,Female,Hispanic,39712,642,26333,0
59,Male,Hispanic,115477,381,64441,0
47,Non-Binary,Black,147252,660,43746,0
31,Female,Other,124280,419,35513,0
36,Non-Binary,Black,81524,567,6449,0
39,Male,Black,125649,702,83544,1
68,Male,Asian,49752,794,22443,1
18,Non-Binary,Hispanic,118358,839,18574,1
31,Non-Binary,Hispanic,81141,658,57019,0
26,Female,Hispanic,119738,444,10558,0
27,Female,Asian,85036,658,89032,1
63,Female,Other,25484,439,25604,0
22,Female,White,102480,669,70925,1
33,Non-Binary,White,93140,534,27641,0
50,Female,Black,103136,805,47914,0
50,Non-Binary,Asian,142227,656,41385,1
57,Male,White,94944,441,59179,0
69,Non-Binary,Black,122645,505,37703,0
67,Male,White,42508,342,40548,0
39,Female,White,39004,748,13503,1
74,Female,Asian,74994,687,14439,1
28,Female,Black,21221,807,34457,0
30,Male,Other,142253,648,41641,1
62,Non-Binary,Other,103466,351,92419,0
19,Male,Other,107316,610,72373,1
45,Non-Binary,Other,25030,504,38590,0
59,Male,Hispanic,40205,725,61951,0
21,Non-Binary,White,80505,364,80747,0
38,Female,Hispanic,101380,496,40439,0
72,Non-Binary,Other,143352,404,90429,0
24,Male,Hispanic,119252,430,33285,0
60,Non-Binary,White,37406,794,86568,1
20,Male,Other,123007,365,55096,0
40,Male,Black,102844,840,84748,1
49,Non-Binary,Other,38998,535,84254,0
42,Non-Binary,Hispanic,56923,343,57191,0
22,Male,White,67795,349,40574,0
72,Female,Asian,51361,717,82329,1
21,Male,White,55659,418,20645,0
28,Female,Asian,60642,512,78724,0
55,Male,Hispanic,43230,545,61242,0
29,Female,White,57157,514,15201,0
34,Non-Binary,Hispanic,53783,602,51595,0
19,Female,Other,82583,318,99966,0
31,Male,Other,56192,586,36665,0
40,Non-Binary,Black,41921,690,43065,0
27,Male,White,105002,649,85769,1
37,Non-Binary,Hispanic,23238,620,34479,0
32,Male,Black,140427,403,63122,0
55,Non-Binary,Other,101202,367,75400,0
37,Female,White,39514,675,59221,1
69,Male,Other,23323,331,80539,0
62,Non-Binary,Asian,127294,826,37182,1
49,Non-Binary,White,106017,319,78485,0
49,Female,Hispanic,55579,455,40572,0
42,Female,Hispanic,81205,502,45290,0
26,Non-Binary,Black,88907,476,83598,0
48,Male,Asian,128193,430,53849,0
60,Male,Black,33626,709,81786,0
19,Non-Binary,Asian,67889,478,29513,0
55,Male,Other,58290,348,6576,0
54,Non-Binary,Black,40775,802,91673,0
33,Non-Binary,Hispanic,21794,422,65030,0
55,Female,Other,112421,639,63033,1
30,Non-Binary,White,82068,703,60939,1
44,Non-Binary,Other,116673,815,67604,1
38,Female,White,39210,728,83447,1
31,Male,Hispanic,121655,552,25486,0
31,Non-Binary,White,113433,446,27327,0
64,Male,Other,141534,509,55085,1
44,Non-Binary,Other,70681,568,75266,0
71,Male,Other,106319,692,9835,1
42,Male,Other,26653,370,8099,0
66,Non-Binary,Hispanic,74219,831,41024,0
46,Female,Other,94939,311,40773,0
25,Female,Asian,110319,481,82695,0
42,Male,White,43071,389,28257,0
