Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
67,Non-Binary,Asian,126956,683,8659,1
52,Non-Binary,Hispanic,112353,443,68289,0
62,Male,Hispanic,24035,434,77685,0
72,Male,Black,122991,704,90568,1
65,Male,Black,57690,449,30438,0
46,Male,White,99985,447,32675,0
21,Male,Other,98616,350,27228,0
25,Male,White,28323,648,89311,0
18,Non-Binary,Hispanic,70670,495,38449,0
54,Non-Binary,Hispanic,63093,807,71923,1
56,Non-Binary,Other,79434,534,65353,0
37,Female,White,138972,631,98336,1
70,Female,Black,43654,419,69202,0
33,Female,Asian,24235,605,34371,0
72,Female,White,69511,753,63018,1
70,Male,White,133527,541,66372,1
56,Non-Binary,Hispanic,149056,332,40774,0
27,Male,Hispanic,137625,316,66408,0
29,Non-Binary,Black,73634,379,84556,0
30,Non-Binary,Other,51987,445,27554,0
44,Non-Binary,Hispanic,89258,560,17104,1
63,Male,Black,125423,670,92481,1
29,Non-Binary,Asian,36683,584,49385,0
19,Female,Asian,134302,313,10581,0
38,Male,Other,76914,560,22657,0
41,Female,Hispanic,43528,670,28110,1
66,Non-Binary,Other,76460,537,44670,0
20,Non-Binary,Asian,149215,699,61970,1
62,Female,Hispanic,100618,513,72472,0
40,Non-Binary,Asian,67780,793,47235,1
40,Non-Binary,Hispanic,29293,311,96504,0
27,Non-Binary,White,32394,448,18462,0
60,Non-Binary,Asian,111212,357,42629,0
28,Female,White,45652,602,44141,0
22,Female,Hispanic,56989,585,74964,0
46,Female,White,133786,774,55459,1
70,Male,White,115175,329,31426,0
47,Female,Asian,33362,578,23267,0
43,Male,Hispanic,47571,427,92017,0
41,Female,Hispanic,129910,565,25223,1
43,Male,Black,94976,820,9957,1
35,Male,Black,28295,601,35806,0
44,Non-Binary,Hispanic,38459,359,17650,0
44,Non-Binary,Black,60918,446,64533,0
44,Non-Binary,Asian,101568,464,45636,0
69,Non-Binary,Other,27540,766,71351,1
66,Female,Hispanic,148802,677,30542,1
29,Female,White,107296,515,34713,1
30,Male,Hispanic,74859,631,49751,1
36,Male,Other,42862,849,15001,1
26,Male,Asian,62729,534,21627,0
52,Female,Asian,143593,766,10665,1
40,Non-Binary,Black,26402,607,41353,0
72,Non-Binary,Hispanic,96258,473,40893,0
23,Non-Binary,Black,30641,757,61776,1
30,Female,Black,42578,635,25869,0
50,Non-Binary,Black,96821,712,5054,1
64,Non-Binary,Asian,137386,649,97131,1
19,Female,Black,77207,511,54842,0
43,Male,White,98889,498,10542,0
23,Non-Binary,Hispanic,99570,612,92234,1
44,Female,Asian,52991,495,54237,0
48,Male,Asian,98098,791,88610,1
28,Non-Binary,Other,86904,487,90538,0
60,Non-Binary,Other,46662,825,22544,1
61,Female,Asian,91469,446,17292,0
30,Female,Asian,148051,829,56783,1
24,Female,Hispanic,107492,445,17334,0
35,Male,Other,99965,384,10699,0
34,Non-Binary,Hispanic,94937,763,45354,1
18,Non-Binary,Black,114605,388,41577,0
64,Male,Asian,99252,716,44118,1
69,Female,Black,126271,493,48095,1
43,Non-Binary,Asian,103420,415,61746,0
51,Male,White,24159,688,77375,1
55,Female,Asian,149364,789,25945,1
54,Non-Binary,Black,121290,425,45854,0
