Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
48,Non-Binary,Hispanic,53693,847,63770,1
66,Male,Hispanic,25394,433,24409,0
61,Female,Hispanic,50931,790,37413,1
44,Female,Black,139449,539,64784,1
59,Male,Black,96807,847,7673,1
37,Female,Black,100332,665,54295,1
42,Female,Other,71580,346,68103,0
59,Non-Binary,Asian,112100,312,22985,0
51,Non-Binary,White,51824,820,14848,1
61,Male,Other,119661,821,31680,1
26,Male,Black,106324,704,43514,1
37,Male,Black,57144,789,84500,1
58,Female,Asian,137640,517,92158,1
42,Non-Binary,Asian,96881,482,30233,0
26,Female,White,45807,612,86079,0
60,Female,Black,120807,811,64915,1
69,Non-Binary,White,117977,773,57250,1
27,Female,Black,86873,458,84481,0
31,Female,Black,121612,589,17646,1
71,Male,Other,55104,447,25225,0
64,Male,Hispanic,22290,521,51610,0
30,Non-Binary,Other,106982,332,25050,0
71,Male,White,149162,648,64009,1
65,Male,Asian,112585,494,92170,1
18,Non-Binary,Other,42168,369,21552,0
47,Non-Binary,White,45130,518,20327,0
41,Non-Binary,White,114257,673,72163,1
23,Male,White,99844,365,77958,0
73,Female,White,109671,366,27544,0
62,Non-Binary,White,75377,741,98788,1
35,Female,Hispanic,97312,590,55584,1
34,Female,Black,146608,547,6111,1
37,Female,Asian,44290,321,19130,0
47,Non-Binary,White,95733,344,17462,0
29,Female,White,63468,553,90812,0
27,Female,Other,47451,800,66259,1
27,Non-Binary,Black,45824,762,13939,1
55,Male,Hispanic,71924,738,80091,1
51,Female,Black,112049,406,87235,0
43,Male,Hispanic,20558,833,47428,1
74,Male,Black,97743,822,58351,1
38,Male,Black,90082,620,16005,1
47,Male,Hispanic,30058,729,94578,1
59,Male,Other,148445,396,8008,0
34,Male,Other,27691,677,34287,0
19,Female,Hispanic,76572,470,68235,0
27,Female,Asian,129687,804,83093,1
56,Male,White,128621,604,13424,1
30,Male,White,51323,725,26511,1
26,Male,White,48978,491,93514,0
64,Male,Other,123830,493,76853,1
41,Male,Hispanic,78281,844,15214,1
72,Female,Hispanic,38417,617,55118,0
73,Non-Binary,Black,108931,462,43837,0
72,Non-Binary,Asian,50988,344,22459,0
74,Non-Binary,Asian,34811,709,19462,1
25,Male,Black,44140,533,67360,0
21,Female,Other,120591,301,33196,0
52,Non-Binary,Hispanic,136797,575,70585,1
27,Non-Binary,Black,132355,428,81727,0
52,Male,Asian,145939,332,90957,0
53,Non-Binary,Asian,126897,411,61207,0
23,Non-Binary,Other,133583,429,79397,0
58,Male,Asian,136434,454,81157,1
48,Female,Black,101263,482,81577,0
71,Female,Black,96265,475,25782,0
57,Male,White,109045,847,40612,1
53,Non-Binary,Other,51600,817,88484,1
55,Non-Binary,White,68947,505,36961,0
31,Female,Other,61396,745,43948,1
25,Male,Black,128011,311,7417,0
25,Female,Other,66447,465,29499,0
56,Female,White,137807,315,39598,0
48,Female,Asian,104464,361,84065,0
59,Male,White,120955,311,31255,0
65,Female,Black,44520,409,62689,0
38,Male,White,106670,327,24113,0
51,Female,White,20732,311,49723,0
67,Male,Hispanic,103418,663,74170,1
61,Non-Binary,Asian,90041,421,90593,0
73,Non-Binary,White,83715,729,79003,1
51,Female,Other,126715,609,7601,1
49,Female,Other,94034,333,12490,0
59,Non-Binary,Black,122960,497,52195,1
24,Male,Black,119775,577,7972,0
31,Non-Binary,Hispanic,65615,538,9639,0
37,Male,White,98236,587,10106,1
58,Female,Hispanic,39054,812,13525,1
47,Female,Hispanic,129872,562,38577,1
48,Non-Binary,Black,127328,312,71488,0
63,Male,Asian,86788,826,28310,1
63,Non-Binary,White,130800,764,79264,1
74,Male,Asian,46377,705,50051,1
53,Female,Hispanic,100462,553,96615,1
21,Male,Other,116186,378,8487,0
36,Non-Binary,White,134710,478,90857,1
40,Non-Binary,White,29805,620,15419,0
62,Male,Black,112168,711,47901,1
53,Female,Black,115449,501,64375,1
50,Female,Other,149313,319,46481,0
70,Male,White,107811,693,89482,1
65,Non-Binary,Hispanic,55129,402,72115,0
48,Male,Asian,138926,465,66482,1
21,Non-Binary,Asian,24378,528,7546,0
22,Female,Other,57955,501,30698,0
22,Female,Black,124983,683,19169,0
47,Non-Binary,Other,27304,695,53874,1
24,Male,Hispanic,116658,301,82135,0
38,Female,Black,79920,692,55660,1
67,Male,Other,26886,685,99243,1
22,Non-Binary,Other,85288,324,17803,0
63,Non-Binary,White,31504,719,6934,1
67,Female,Other,107589,578,85265,1
53,Male,Other,110377,782,62768,1
51,Male,Hispanic,59827,838,84108,1
62,Male,White,50213,349,92649,0
60,Female,Hispanic,98918,709,76396,1
27,Non-Binary,Hispanic,71438,426,96006,0
54,Male,Black,100303,415,40032,0
46,Non-Binary,White,40737,827,52154,1
