Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
64,Non-Binary,White,22864,450,7646,0
62,Male,Asian,141040,408,97297,0
23,Non-Binary,White,92066,432,8883,0
32,Male,Black,140047,363,24780,0
68,Male,Hispanic,39855,726,66698,1
36,Non-Binary,Asian,140457,561,18453,1
72,Male,White,140212,581,15774,1
58,Male,Hispanic,131064,669,93260,1
56,Male,White,118677,322,71027,0
38,Male,White,105931,708,93108,1
42,Non-Binary,Other,54954,605,44364,0
35,Female,White,118529,607,10221,0
36,Female,Hispanic,50871,680,30217,0
27,Non-Binary,Hispanic,122231,465,71887,0
46,Male,Hispanic,63427,802,12063,1
21,Non-Binary,Other,143911,638,84114,1
39,Female,White,113138,440,50096,0
37,Female,White,30227,497,70627,0
60,Male,Black,95965,747,44021,1
51,Non-Binary,Other,44756,795,90060,1
42,Male,Hispanic,25663,304,77196,0
22,Female,Black,134767,633,45941,0
28,Female,Asian,123022,573,92526,0
62,Male,White,46522,760,57372,1
67,Male,Asian,77589,609,70662,1
72,Female,Black,67752,633,11806,0
71,Female,White,137389,848,51071,1
42,Male,Black,62669,738,67908,1
36,Non-Binary,Asian,137415,496,43679,1
35,Non-Binary,Other,69656,810,18981,1
58,Female,Black,80042,432,16712,0
40,Non-Binary,White,121544,805,53625,1
20,Male,Other,34400,568,37443,0
34,Non-Binary,Asian,51976,357,71972,0
59,Female,White,146833,308,51745,0
47,Male,Other,72896,760,65940,1
31,Male,Asian,129341,616,71096,1
26,Female,Hispanic,25489,593,39210,0
20,Male,White,42080,747,84563,1
27,Female,Black,58594,707,27382,0
30,Male,Black,115069,675,58131,1
51,Female,Black,29039,360,39887,0
50,Female,Asian,65008,491,27079,0
21,Male,Black,78714,551,40832,0
50,Non-Binary,Other,75619,535,19647,0
25,Male,Black,80699,300,19614,0
29,Non-Binary,Other,116609,386,35603,0
66,Male,Asian,59705,510,75318,0
50,Male,Asian,70865,621,47138,1
47,Non-Binary,Black,67961,677,47321,1
24,Non-Binary,Hispanic,145523,364,32011,0
28,Female,White,116404,704,20444,1
57,Female,Hispanic,83275,705,98200,0
45,Non-Binary,Hispanic,38838,690,81059,1
28,Male,Asian,65179,549,12082,0
45,Female,Asian,141269,727,83098,0
32,Female,Asian,106778,648,95106,0
19,Male,Black,113784,722,5022,1
25,Male,Hispanic,111312,773,96432,1
48,Female,Other,104497,658,10470,0
30,Male,Asian,144168,421,82354,0
52,Female,White,141144,521,53350,0
68,Female,Black,111342,585,77561,0
34,Male,Hispanic,23830,597,9886,0
43,Male,Asian,126180,347,8569,0
29,Male,Black,34567,626,94034,0
32,Female,Black,126308,386,99673,0
72,Female,Asian,118699,307,15424,0
27,Female,White,139101,804,41218,1
28,Male,Hispanic,46852,805,78632,1
50,Male,Other,110421,731,73483,1
72,Non-Binary,Hispanic,104544,343,32180,0
68,Non-Binary,Asian,145793,822,46551,1
24,Male,Hispanic,58227,512,99902,0
28,Male,Hispanic,75816,376,32094,0
63,Female,White,121368,381,9739,0
70,Male,Black,26856,495,70978,0
58,Female,Asian,105634,594,61825,0
23,Non-Binary,Asian,28106,378,84947,0
69,Non-Binary,Other,131235,486,5111,1
33,Male,White,57941,466,5040,0
40,Non-Binary,White,120296,529,31534,1
53,Male,Hispanic,134772,561,62695,1
49,Non-Binary,Other,52341,757,87224,1
66,Female,Hispanic,148459,447,36252,0
24,Male,White,88495,404,58348,0
45,Non-Binary,Other,129758,630,44649,1
72,Male,Hispanic,98760,329,77400,0
60,Female,Asian,43068,655,38612,0
65,Female,Asian,121304,746,9578,1
19,Male,Hispanic,85625,397,43131,0
72,Non-Binary,Other,130821,346,85061,0
61,Non-Binary,Other,123778,830,75918,1
74,Non-Binary,Other,58109,537,94157,0
56,Female,Black,112932,445,12939,0
22,Female,Black,32835,715,69227,0
40,Female,Hispanic,28283,764,86488,0
74,Male,Asian,88346,777,78890,1
64,Male,White,122219,450,38837,0
29,Male,Hispanic,78361,558,63411,0
21,Male,White,107504,351,10645,0
62,Female,Hispanic,94481,489,30772,0
43,Female,Hispanic,65720,357,27007,0
47,Male,White,106764,844,36151,1
61,Male,Hispanic,33332,444,54317,0
30,Non-Binary,Black,117615,388,81163,0
41,Non-Binary,White,39485,619,36203,0
