Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
62,Non-Binary,White,33605,772,5297,1
27,Male,Other,97957,617,29216,1
40,Male,Other,112465,821,27211,1
29,Female,Black,74464,648,67402,1
74,Female,Black,136631,581,67688,1
34,Male,Black,26913,449,67870,0
73,Non-Binary,Other,100185,424,40715,0
67,Non-Binary,Hispanic,81741,523,23506,0
46,Non-Binary,Other,76509,656,44544,1
69,Non-Binary,Hispanic,63404,615,14298,1
26,Female,Asian,122428,321,10719,0
19,Female,Other,36682,311,7337,0
39,Non-Binary,Asian,75428,460,44523,0
23,Female,White,82406,523,22693,0
36,Female,Hispanic,56419,639,73289,1
19,Female,Other,102258,414,42009,0
72,Female,Other,35479,617,16896,0
41,Female,White,38103,545,88412,0
50,Male,White,110416,692,26739,1
40,Female,Hispanic,123177,603,32074,1
51,Female,Asian,34581,682,23181,1
59,Non-Binary,Asian,25781,678,55334,0
72,Male,Other,110229,373,76893,0
65,Female,Hispanic,67533,576,15624,0
22,Female,Asian,66557,773,36812,0
66,Female,Asian,44989,563,7694,0
40,Non-Binary,Black,149877,427,15903,1
74,Male,Black,23415,316,39805,0
70,Non-Binary,Black,133087,373,38628,0
43,Non-Binary,Hispanic,121979,573,77407,1
28,Non-Binary,Black,25973,329,5661,0
65,Male,Asian,47359,809,32261,1
18,Female,Other,77267,302,9033,0
72,Male,Asian,91057,684,86801,1
27,Male,Hispanic,41655,533,72257,0
66,Female,White,50605,370,59151,0
29,Non-Binary,Hispanic,20942,510,91666,0
55,Male,Hispanic,54153,492,56346,0
37,Non-Binary,Black,47811,408,97263,0
70,Female,White,136899,539,66968,1
63,Non-Binary,Other,30652,464,67724,0
35,Male,Other,107805,792,35000,1
49,Male,Other,128598,552,81963,1
39,Female,Other,56200,590,21036,0
35,Female,Black,113321,448,33540,0
71,Non-Binary,Asian,34351,695,17459,1
54,Male,Other,25443,801,22285,1
59,Female,Hispanic,123427,679,64299,1
44,Female,Hispanic,113171,646,51929,1
43,Female,Black,61039,844,18082,1
38,Female,Hispanic,54686,727,34776,1
47,Female,Black,28936,385,34385,0
60,Female,Other,122135,429,36515,0
60,Female,Other,55690,693,19432,1
45,Non-Binary,Black,138924,480,85346,1
31,Male,Hispanic,63736,436,19485,0
56,Male,Other,103337,489,62211,0
32,Non-Binary,Asian,106948,311,98335,0
60,Non-Binary,White,74966,667,19099,1
43,Male,Other,33398,366,24403,0
51,Female,Hispanic,114654,452,43803,0
50,Female,Asian,26867,641,35486,0
22,Non-Binary,Hispanic,139283,533,21180,0
44,Female,Hispanic,34446,543,78414,0
41,Male,Asian,129324,572,86911,1
30,Non-Binary,White,45990,521,75383,0
67,Female,White,48670,304,98474,0
39,Male,Other,29074,765,20838,1
69,Non-Binary,Black,25162,330,10052,0
27,Male,Black,55963,726,54603,1
35,Non-Binary,Black,90124,415,21482,0
57,Female,White,70537,584,22582,0
53,Male,Asian,112334,683,58453,1
36,Non-Binary,Other,138105,312,68260,0
56,Female,Asian,127474,489,32591,1
46,Female,White,110568,554,85236,1
24,Male,Hispanic,48871,622,49479,0
35,Non-Binary,Asian,117466,459,86589,0
19,Male,Other,138671,661,88615,0
58,Non-Binary,Other,26986,384,68710,0
40,Female,Asian,26523,600,52172,0
19,Non-Binary,Asian,104552,777,12629,0
28,Female,Hispanic,82641,406,98560,0
73,Non-Binary,Asian,33416,630,79443,0
45,Non-Binary,White,97462,401,86928,0
60,Female,Hispanic,124940,566,25069,1
34,Female,White,25393,425,26991,0
43,Male,White,134173,848,15772,1
58,Non-Binary,Black,78986,358,6306,0
23,Non-Binary,White,99491,454,72096,0
28,Male,White,62707,569,68259,0
38,Male,Asian,62519,847,66689,1
19,Male,Asian,98486,360,18388,0
43,Non-Binary,Asian,138751,821,44751,1
20,Female,White,29593,835,34944,0
44,Female,Other,145455,342,19000,0
68,Non-Binary,White,60154,330,95938,0
29,Female,Hispanic,63662,334,12142,0
57,Non-Binary,Other,133578,561,35289,1
20,Female,Other,111945,536,91649,0
25,Non-Binary,Asian,64139,790,39423,1
53,Non-Binary,Other,51844,407,22257,0
42,Female,Asian,115827,307,14898,0
27,Male,Other,136789,805,8979,1
25,Non-Binary,White,92943,513,23819,0
36,Male,Black,143625,562,63731,1
30,Non-Binary,Other,105042,512,41414,1
69,Female,White,72149,354,56231,0
74,Male,Black,82087,332,59482,0
67,Male,Asian,101100,773,60523,1
31,Female,Black,34730,796,52847,1
23,Male,Other,112614,372,49802,0
31,Male,Other,149753,609,21786,1
47,Non-Binary,Black,103595,549,85370,1
55,Male,Black,139111,631,31812,1
25,Female,Other,27426,361,19983,0
52,Non-Binary,Asian,115075,438,89995,0
33,Female,Asian,148096,432,20642,1
41,Female,Black,54218,797,44276,1
60,Male,Hispanic,99888,359,81518,0
45,Male,Other,86415,744,45478,1
42,Male,Hispanic,145522,550,10476,1
48,Non-Binary,White,145917,493,62514,1
56,Non-Binary,Asian,60990,535,75243,0
35,Non-Binary,White,33680,655,44302,0
37,Male,Other,85316,777,82189,1
31,Non-Binary,Hispanic,135849,734,82865,1
46,Female,White,112267,651,11232,1
66,Non-Binary,Other,20719,479,52972,0
30,Non-Binary,Other,65967,384,44760,0
51,Female,Black,80126,435,41969,0
27,Non-Binary,White,37662,611,71247,0
52,Male,Black,98615,403,67656,0
35,Female,White,75191,344,25984,0
30,Non-Binary,Hispanic,75924,843,58056,1
50,Non-Binary,Other,119518,838,76266,1
21,Male,White,89751,397,69921,0
43,Male,Black,103453,832,58213,1
58,Male,Black,81541,816,71511,1
62,Non-Binary,White,148951,470,97172,1
69,Male,Black,51608,748,12905,1
68,Female,Asian,129050,397,41873,0
33,Male,White,135004,323,97594,0
74,Male,Asian,129399,591,62925,1
49,Non-Binary,Other,116582,606,69409,1
32,Female,Other,45877,576,9819,0
63,Non-Binary,Asian,62217,344,66861,0
42,Male,Asian,68359,385,74999,0
29,Non-Binary,Asian,47068,740,7706,1
74,Non-Binary,White,96489,812,96332,1
25,Non-Binary,Hispanic,93807,352,26992,0
70,Non-Binary,Asian,44515,613,15654,0
39,Female,Hispanic,74047,396,9064,0
60,Male,Hispanic,109261,595,14403,1
18,Non-Binary,White,121726,675,90680,0
36,Male,Black,145427,510,8590,1
56,Non-Binary,Hispanic,91880,755,43925,1
72,Non-Binary,Hispanic,66398,451,65610,0
70,Non-Binary,White,87093,814,96314,1
45,Female,Asian,108047,711,6990,1
46,Non-Binary,Other,36922,374,26999,0
30,Non-Binary,Other,76046,436,69657,0
23,Non-Binary,Other,79565,750,37073,0
25,Female,Asian,111180,480,9569,0
32,Non-Binary,Other,73796,594,76662,1
45,Non-Binary,Black,141652,704,10697,1
44,Non-Binary,White,143063,410,53022,0
31,Female,White,21568,330,93199,0
23,Non-Binary,Black,72411,638,40140,0
31,Female,Other,75910,321,46085,0
33,Male,Other,114360,640,55274,1
18,Male,White,91972,634,58764,0
56,Female,Asian,30094,508,62418,0
22,Male,Hispanic,137005,665,28256,1
65,Male,White,115267,573,77166,1
55,Female,Other,35929,316,89243,0
29,Male,Hispanic,91872,525,9720,0
38,Non-Binary,White,134739,820,27269,1
66,Non-Binary,Other,96110,423,27879,0
46,Male,White,146005,540,94126,1
64,Female,Black,130800,569,52592,1
36,Female,Hispanic,123349,415,74275,0
21,Male,White,120782,468,41710,0
42,Male,White,114856,501,9500,1
71,Non-Binary,Asian,93149,349,38060,0
24,Female,Hispanic,140236,478,32787,0
58,Non-Binary,Hispanic,55626,828,53000,1
36,Male,Other,103057,497,13160,0
48,Female,Other,127405,845,59880,1
73,Non-Binary,Hispanic,141097,685,28556,1
29,Non-Binary,Black,60066,468,69082,0
65,Male,White,124289,695,28395,1
60,Female,White,93170,494,20532,0
64,Female,Hispanic,130339,789,7898,1
71,Female,White,76248,626,27563,1
62,Non-Binary,Black,69111,667,81648,1
45,Female,Asian,131716,627,94354,1
58,Female,Other,28540,703,21661,1
42,Male,Black,28895,546,41385,0
62,Female,Black,139837,763,16922,1
