Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
27,Male,Black,69316,394,14130,0
20,Male,Other,145661,409,6287,0
44,Non-Binary,Asian,119044,634,68063,1
66,Male,Black,100000,657,69341,1
73,Non-Binary,Asian,31318,645,96512,0
66,Non-Binary,Other,149249,545,45674,1
71,Non-Binary,White,91341,668,37658,1
41,Female,Other,94937,614,83990,0
52,Female,Black,142861,727,98258,1
73,Male,Hispanic,148053,579,80065,1
21,Female,Other,86022,618,41738,0
25,Male,Other,147078,760,52628,1
48,Male,White,59830,789,68384,1
21,Non-Binary,Black,87103,589,48178,1
53,Non-Binary,Other,145474,541,46450,1
52,Male,Asian,119387,654,37021,1
22,Female,Asian,81722,327,52662,0
18,Non-Binary,Hispanic,80185,439,29092,0
48,Female,Hispanic,82933,845,26282,1
69,Female,Hispanic,137779,707,72878,0
69,Female,Asian,99423,386,13560,0
45,Non-Binary,Other,75074,694,73788,1
50,Non-Binary,Asian,55332,699,81151,1
42,Male,Other,122157,686,83908,1
42,Non-Binary,Asian,39195,329,55329,0
28,Female,Black,28236,380,71827,0
32,Female,Black,30019,617,73506,0
73,Non-Binary,Asian,72542,554,87149,0
26,Female,Hispanic,26191,328,55718,0
67,Female,Hispanic,101417,586,79332,0
34,Male,Asian,71551,494,65819,0
34,Male,Asian,45610,460,67689,0
65,Female,Asian,63502,599,51348,0
55,Female,Other,122573,847,70250,1
28,Female,White,38659,685,34377,0
69,Male,Asian,34125,575,54745,0
21,Female,Asian,35325,840,67790,0
37,Male,White,64778,598,17706,1
31,Male,Asian,34606,657,70622,0
32,Non-Binary,Asian,104278,405,25188,0
26,Non-Binary,Other,123850,473,23891,1
31,Male,Other,63582,600,33776,0
36,Male,Asian,138224,384,97612,0
24,Male,Black,124446,358,41222,0
20,Female,Hispanic,53448,452,11166,0
24,Female,Other,146158,473,39263,0
71,Female,Hispanic,55935,323,39727,0
47,Non-Binary,Other,76495,364,26233,0
33,Non-Binary,Black,148322,636,85557,1
32,Non-Binary,Hispanic,108040,616,34254,1
51,Male,White,143008,348,53310,0
53,Male,White,125810,593,8808,1
18,Female,White,20620,628,65979,0
18,Male,Other,123207,815,79441,1
35,Male,Other,142181,659,53408,1
67,Female,Other,140439,400,75438,0
74,Male,Black,74091,319,51617,0
60,Female,White,60238,494,50002,0
37,Non-Binary,Asian,86694,719,54741,1
68,Non-Binary,Asian,136149,388,87528,0
23,Male,Asian,120917,713,75238,1
29,Non-Binary,Other,58094,537,39370,0
60,Non-Binary,Black,31385,580,20786,0
22,Non-Binary,Other,48073,613,12407,0
24,Male,Hispanic,80600,799,20809,1
28,Female,Black,129825,378,12076,0
36,Male,Other,62232,670,73478,1
51,Female,Other,132140,448,46500,0
59,Non-Binary,Hispanic,112361,705,40302,1
61,Male,White,34176,411,24189,0
36,Female,Asian,135319,834,74156,1
37,Male,Black,105897,367,65443,0
18,Male,Hispanic,40802,328,76808,0
45,Female,Hispanic,91503,645,97272,0
56,Female,Hispanic,36749,471,14023,0
45,Female,Other,63429,761,99350,1
73,Female,Other,123816,739,7721,0
29,Female,Black,56555,596,93725,0
65,Male,Hispanic,112078,718,81023,1
53,Male,White,137619,392,10826,0
28,Non-Binary,Hispanic,20006,466,54692,0
73,Female,Black,27342,660,92136,0
38,Non-Binary,Asian,113338,413,91258,0
23,Non-Binary,Asian,90865,683,87595,1
62,Female,White,58030,843,96258,0
53,Non-Binary,White,147011,815,69900,1
50,Non-Binary,Asian,50567,310,31415,0
51,Male,Black,43916,412,32773,0
41,Male,White,29283,618,71099,0
66,Female,White,26276,840,70134,0
56,Non-Binary,Hispanic,64139,747,32578,1
27,Female,Black,42976,722,47714,0
66,Non-Binary,Asian,79223,462,49888,0
34,Female,Black,132364,441,20437,0
58,Non-Binary,Black,74708,798,61532,1
47,Male,Other,107926,346,13957,0
60,Female,White,56457,632,88496,0
32,Female,Asian,131504,404,96988,0
32,Female,Black,65086,379,35994,0
34,Male,Black,137316,425,64543,0
27,Female,Asian,114281,785,69783,0
41,Female,Black,27023,324,94711,0
28,Male,Other,62494,630,55161,1
43,Female,White,38395,794,83696,0
29,Non-Binary,Asian,72743,592,63302,1
36,Female,Other,107225,380,89112,0
65,Male,Asian,30148,792,48973,1
50,Non-Binary,Asian,89533,556,30001,1
57,Male,Other,122215,512,65319,1
59,Female,Hispanic,43503,555,70107,0
64,Female,Asian,53130,444,33961,0
22,Female,Asian,87566,396,99162,0
19,Male,Asian,146447,365,17010,0
33,Female,Asian,100468,545,89802,0
37,Non-Binary,Other,137259,422,93981,0
68,Female,Asian,30448,786,79959,0
68,Female,Other,97843,488,80053,0
50,Female,Asian,110059,503,24017,0
70,Female,Other,149587,649,11239,0
53,Female,White,137602,327,87500,0
58,Male,Other,47172,559,18494,0
73,Male,Asian,145007,649,62319,1
27,Male,Other,141417,634,99051,1
68,Non-Binary,Asian,38129,305,97611,0
47,Female,Asian,27960,444,47316,0
18,Male,White,125917,773,58528,1
18,Female,White,95736,319,93464,0
59,Female,Asian,51229,417,76484,0
29,Male,Other,55425,344,88600,0
73,Female,Hispanic,47547,680,72865,0
26,Female,Asian,109459,553,11426,0
36,Male,Other,91913,722,10180,1
71,Male,White,122306,346,91122,0
57,Female,White,140442,670,58357,0
20,Female,Other,112013,688,67578,0
44,Male,Asian,28303,370,38258,0
65,Male,Hispanic,139522,582,88810,1
66,Non-Binary,Asian,80375,476,92535,0
24,Female,Hispanic,137996,373,80475,0
47,Male,White,115606,782,26043,1
59,Male,Asian,124086,421,75664,0
35,Non-Binary,Hispanic,93178,739,72050,1
18,Male,Hispanic,81822,727,71115,1
41,Male,Hispanic,50447,313,65680,0
60,Non-Binary,White,118769,760,36977,1
64,Female,Other,139418,457,80250,0
73,Non-Binary,White,79443,463,38839,0
35,Male,Other,101758,633,31207,1
59,Female,White,115090,734,98933,1
41,Female,Asian,100639,754,51685,1
26,Non-Binary,White,120335,848,31523,1
18,Non-Binary,White,37516,775,67276,1
18,Non-Binary,Black,81395,348,63573,0
39,Female,Hispanic,50799,330,6556,0
53,Non-Binary,Black,125966,379,41331,0
60,Female,Black,62469,423,71425,0
51,Male,White,66973,661,33316,1
41,Female,Black,26852,831,57607,0
43,Female,Hispanic,109873,772,16772,1
65,Non-Binary,Other,54227,623,80369,1
48,Male,Asian,107981,343,25131,0
40,Female,Other,99846,627,44588,0
66,Non-Binary,Hispanic,44136,497,53199,0
48,Female,Hispanic,66716,342,83103,0
60,Male,Hispanic,80758,683,71043,1
63,Non-Binary,Other,42573,547,88769,0
72,Male,Asian,50601,783,75586,1
56,Male,Other,22683,391,73258,0
56,Female,Other,27643,480,94949,0
64,Female,Hispanic,116269,475,59149,0
22,Female,Hispanic,95845,315,20714,0
40,Non-Binary,Other,22391,831,27353,1
22,Male,Black,21565,444,96176,0
71,Female,Asian,137749,821,85633,1
24,Female,Asian,74099,642,49216,0
51,Non-Binary,Hispanic,124747,665,88597,1
74,Female,Hispanic,102224,650,70028,0
29,Non-Binary,Asian,71138,493,91277,0
26,Female,Other,86889,550,65827,0
65,Male,Other,101795,806,72671,1
31,Male,Hispanic,99184,386,94740,0
39,Male,Black,111082,485,23946,0
21,Non-Binary,Other,93699,493,78397,0
51,Female,Asian,42710,801,47985,0
19,Female,Other,67999,749,6424,0
74,Female,White,53826,609,41160,0
18,Male,Other,55090,413,39125,0
40,Female,Other,135728,379,27275,0
24,Non-Binary,Hispanic,139466,322,33401,0
63,Male,Hispanic,143870,832,62757,1
36,Male,Other,127875,323,48523,0
33,Non-Binary,White,130782,546,45236,1
70,Non-Binary,White,26667,802,53806,1
46,Female,Asian,134189,398,76021,0
47,Non-Binary,White,26277,833,50665,1
20,Non-Binary,Hispanic,66794,635,94560,1
61,Female,White,93542,442,38375,0
65,Female,Asian,108712,689,60733,1
74,Non-Binary,Other,127457,604,64705,1
46,Male,Other,84500,749,18719,1
