Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
32,Non-Binary,Asian,25547,723,34546,1
71,Male,Black,30816,422,74601,0
66,Female,Black,38295,554,81628,0
70,Male,Black,89723,450,63191,0
69,Non-Binary,White,76072,383,24199,0
33,Non-Binary,Hispanic,41035,725,17162,0
26,Female,Asian,78447,472,74986,0
73,Non-Binary,Hispanic,140794,549,76203,0
18,Male,Asian,39372,831,56307,1
51,Male,Black,76253,792,20683,1
25,Non-Binary,White,127760,443,99734,0
44,Male,Other,40234,802,75917,1
36,Male,Hispanic,66099,755,72879,0
67,Female,Hispanic,124342,539,16751,0
29,Female,Hispanic,121690,571,12321,0
71,Female,Hispanic,21828,499,94170,0
71,Non-Binary,Black,140679,749,90443,1
63,Non-Binary,Hispanic,37746,806,21256,0
33,Non-Binary,Black,73012,634,84722,0
69,Male,Black,143453,500,47568,0
53,Non-Binary,Hispanic,69423,720,99769,0
51,Non-Binary,Asian,58077,356,60950,0
74,Female,Other,42442,658,7035,1
48,Female,Black,122111,667,96528,0
69,Female,White,105311,719,74076,1
59,Male,Other,44414,681,78726,1
26,Female,Hispanic,91583,304,23010,0
38,Female,Hispanic,21416,534,31910,0
47,Female,White,96983,505,93698,0
57,Female,Hispanic,33057,774,34027,0
44,Female,Other,44491,561,43831,0
58,Non-Binary,Asian,92272,669,32965,1
45,Male,Asian,83444,626,55577,1
34,Non-Binary,Other,140998,697,75966,1
52,Female,Asian,84169,405,57135,0
67,Male,Hispanic,133541,720,41560,0
66,Male,Hispanic,34608,590,43587,0
42,Male,White,41125,511,95609,0
18,Non-Binary,White,32964,459,92692,0
32,Female,Hispanic,21746,825,65813,0
37,Male,Black,126960,594,89930,0
61,Non-Binary,Other,139589,763,34797,1
59,Male,Black,119309,396,85047,0
24,Male,White,22792,619,59622,0
73,Female,Other,83291,396,96568,0
41,Male,Hispanic,131926,660,29149,0
73,Male,Asian,144042,501,77671,1
74,Female,Hispanic,26007,524,38218,0
64,Non-Binary,Asian,144946,408,76279,0
31,Female,Hispanic,67000,366,76152,0
27,Male,Black,117399,576,45636,0
71,Non-Binary,White,72727,433,5720,0
42,Non-Binary,Hispanic,84078,619,6501,0
57,Non-Binary,White,74756,427,93915,0
26,Non-Binary,Asian,20062,437,61158,0
26,Male,Hispanic,74529,624,30748,0
23,Male,Black,26817,524,50276,0
19,Male,Asian,38719,417,47110,0
66,Male,White,50270,755,68754,1
55,Female,Black,86068,708,52964,0
68,Female,Other,99679,390,59332,0
22,Non-Binary,Other,71269,410,85202,0
