Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
70,Female,Hispanic,135712,524,95180,0
34,Male,White,81185,487,12351,0
40,Non-Binary,Other,23437,656,18076,0
59,Male,Black,64547,714,49473,0
73,Male,White,121936,595,21820,1
33,Non-Binary,Hispanic,44191,695,65083,0
44,Female,Other,139307,673,75082,1
19,Female,Hispanic,23584,727,71082,0
36,Non-Binary,Asian,144755,528,17230,1
66,Female,Hispanic,120388,784,94854,1
43,Male,White,83755,478,31723,0
46,Non-Binary,White,122191,507,13261,1
55,Male,Hispanic,74414,366,38268,0
64,Female,Asian,91304,617,31004,1
18,Male,Black,39062,439,46732,0
65,Female,Asian,41708,772,84035,1
49,Non-Binary,White,98934,379,76986,0
19,Female,White,51945,386,61250,0
67,Male,Black,130740,580,80348,0
67,Female,Other,114522,778,34764,1
25,Male,Asian,34895,807,48587,1
54,Female,Other,38865,448,13866,0
71,Female,Asian,28557,449,41788,0
23,Non-Binary,Other,104042,621,8099,1
45,Male,White,92645,455,61254,0
71,Non-Binary,White,144705,552,63859,1
19,Male,Black,73122,525,33274,0
68,Female,White,112319,487,15221,0
73,Male,Black,79228,661,26422,0
40,Non-Binary,White,104537,345,79871,0
31,Male,Other,121696,366,91133,0
53,Female,Hispanic,111749,793,80029,1
36,Male,Black,83925,695,69949,0
65,Non-Binary,Asian,143997,455,52978,1
26,Male,Other,94836,471,25584,0
18,Female,Asian,127241,639,70646,1
47,Non-Binary,White,43878,431,12866,0
54,Non-Binary,Black,63629,742,9259,0
58,Non-Binary,White,23079,570,96768,0
44,Male,Hispanic,117566,555,18033,0
21,Non-Binary,Other,51253,622,23576,0
69,Non-Binary,Black,86912,376,96352,0
28,Male,Asian,48373,396,37551,0
30,Non-Binary,Other,111189,631,62153,1
74,Non-Binary,Other,93211,692,16255,1
36,Female,White,85587,322,9453,0
60,Male,Asian,46622,606,46193,0
26,Non-Binary,Other,59904,675,41810,1
23,Non-Binary,Other,31613,655,23709,0
52,Male,White,59115,300,15899,0
73,Male,Asian,40361,583,32775,0
52,Non-Binary,Black,139503,663,66584,0
23,Male,Black,112576,567,53505,0
64,Male,Asian,78554,449,57459,0
65,Female,Asian,32902,364,83005,0
59,Male,Asian,99298,501,26300,0
47,Male,White,26596,799,14987,1
22,Non-Binary,Other,105912,839,87599,1
25,Female,Other,125944,367,19519,0
32,Female,Black,51445,615,14155,0
32,Male,Black,33598,359,96628,0
18,Female,Hispanic,82244,385,70015,0
74,Non-Binary,Asian,142695,471,58110,1
57,Female,Asian,42213,541,52384,0
71,Male,Black,39643,575,56120,0
74,Non-Binary,Hispanic,95242,426,42876,0
39,Male,Asian,141853,517,78981,1
59,Male,Asian,95636,782,17612,1
64,Non-Binary,Asian,37313,341,95292,0
45,Non-Binary,Black,99405,780,91085,1
34,Female,Black,113372,373,72881,0
63,Male,Asian,121495,598,13564,1
20,Non-Binary,Other,144865,402,39632,0
31,Male,Black,58794,478,97024,0
26,Male,White,43071,514,8563,0
28,Female,Hispanic,93503,504,52027,0
50,Non-Binary,Other,20662,465,63172,0
65,Male,Asian,143131,592,90489,1
44,Female,Hispanic,129818,401,17030,0
57,Male,Asian,121562,733,10315,1
41,Female,Other,149677,357,43075,0
18,Female,Other,114064,554,36043,1
25,Female,Hispanic,31720,584,63604,0
47,Female,Hispanic,46341,626,65089,0
70,Female,Black,25039,352,96249,0
47,Female,Other,67889,618,12040,1
49,Female,Asian,88885,571,7504,1
34,Male,White,30556,707,8774,1
29,Female,Black,113596,425,93831,0
57,Non-Binary,Hispanic,114903,418,57937,0
63,Non-Binary,Other,88940,479,77022,0
40,Non-Binary,Other,26772,471,15668,0
32,Non-Binary,Black,149937,665,86048,1
71,Male,White,124835,573,67859,1
42,Male,Hispanic,65981,845,74688,0
67,Female,Hispanic,24925,814,52921,0
35,Non-Binary,Asian,125759,413,40506,0
66,Female,Black,86985,742,75922,0
49,Non-Binary,Asian,22494,618,53580,0
65,Non-Binary,Asian,53348,621,94767,0
32,Female,Black,130026,367,63637,0
41,Male,Black,40880,709,26169,0
35,Male,White,138995,766,45234,1
29,Male,Black,61498,405,72876,0
71,Male,Asian,129029,657,71640,1
46,Male,Black,86187,418,67320,0
31,Male,White,125876,810,95649,1
30,Non-Binary,White,118413,390,93472,0
66,Female,White,70938,491,36585,0
26,Male,Hispanic,112072,765,54650,0
60,Non-Binary,Hispanic,147054,805,26896,1
18,Male,Asian,144610,432,18612,1
42,Female,Black,65294,468,95584,0
35,Male,Black,28287,311,11952,0
65,Female,Asian,111776,571,21627,1
20,Male,Black,40498,610,38084,0
69,Female,Black,103994,354,58334,0
71,Non-Binary,Other,29486,613,74330,0
70,Female,Hispanic,106797,825,43755,1
30,Non-Binary,Other,141165,336,56381,0
39,Non-Binary,Hispanic,56255,838,26840,0
73,Male,Black,69663,768,92508,0
30,Female,Other,112751,367,54293,0
60,Male,Hispanic,135186,466,52250,0
21,Male,Hispanic,145098,316,34245,0
60,Female,White,110427,656,87773,1
56,Non-Binary,Black,149102,684,87471,0
63,Male,Other,128165,316,92885,0
18,Female,Other,65398,410,52139,0
57,Non-Binary,White,87333,379,17737,0
45,Male,Other,46003,557,38227,0
50,Male,White,52425,479,67732,0
71,Non-Binary,Hispanic,97497,837,41229,0
44,Female,Hispanic,107893,771,50054,0
29,Female,Black,93702,318,10516,0
42,Female,White,68284,501,33933,0
22,Non-Binary,White,106564,508,88082,1
69,Non-Binary,Hispanic,86748,597,75410,0
32,Female,Black,64668,816,34730,0
55,Male,Asian,132179,662,11244,1
42,Female,White,144245,509,18819,1
59,Non-Binary,Asian,87277,672,96132,1
52,Non-Binary,White,138638,672,37253,1
60,Non-Binary,White,145203,525,60721,1
29,Non-Binary,White,31679,470,39411,0
20,Male,Hispanic,134560,466,95516,0
22,Non-Binary,Black,83044,365,34013,0
26,Non-Binary,Black,51579,359,12527,0
30,Female,Other,98122,550,79017,1
54,Female,Hispanic,149878,818,82068,1
35,Male,Asian,142207,446,31013,1
30,Male,Other,89560,310,30293,0
60,Female,Other,99963,632,76205,1
58,Non-Binary,Asian,84727,504,20898,0
51,Female,Other,59643,554,78015,0
44,Male,White,146999,414,56235,0
34,Non-Binary,White,147686,390,99532,0
21,Non-Binary,White,116210,788,87540,1
74,Female,Other,77230,313,41186,0
67,Male,White,126381,701,85477,1
73,Non-Binary,Asian,115322,677,55638,1
50,Male,Other,68883,427,55945,0
38,Female,White,59002,390,10736,0
38,Male,Asian,103859,540,75098,1
71,Female,Other,21126,517,37531,0
66,Male,Black,86615,424,23495,0
64,Male,Black,56585,522,49921,0
60,Non-Binary,Other,66087,302,48932,0
46,Female,Asian,111062,583,57745,1
49,Female,Asian,44161,675,76354,1
74,Male,White,117126,684,51346,1
46,Female,Black,54083,447,7592,0
53,Female,Hispanic,44669,318,30032,0
54,Female,Other,128363,785,97724,1
22,Female,Hispanic,92346,429,93043,0
53,Male,White,37925,825,8029,1
40,Female,Black,93645,848,65224,0
20,Female,Other,26297,588,89493,0
50,Female,White,139291,566,29325,1
22,Non-Binary,Asian,41979,353,48559,0
25,Female,Asian,96559,802,68522,1
50,Male,Asian,51158,612,56214,0
55,Female,Other,78279,516,97986,0
38,Male,White,29753,501,13192,0
72,Female,Black,88929,434,42779,0
68,Non-Binary,Black,37190,331,76576,0
27,Female,White,133464,652,11774,1
65,Non-Binary,Other,142752,845,52636,1
57,Female,Asian,51785,672,64341,1
24,Female,Black,140085,694,62764,0
62,Male,Hispanic,147535,479,71044,0
53,Male,White,117936,329,35801,0
28,Male,Black,64750,812,40449,0
43,Non-Binary,Asian,60654,680,85373,1
30,Non-Binary,Asian,43741,680,30862,1
71,Non-Binary,Black,99543,706,25420,0
55,Female,Hispanic,33239,572,15434,0
24,Non-Binary,Other,53097,427,38422,0
72,Female,Hispanic,127259,482,42742,0
62,Female,Black,110406,684,66066,0
