Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
56,Male,Black,81602,460,86598,0
38,Non-Binary,White,23019,599,72436,0
23,Non-Binary,Black,81930,439,32344,0
35,Non-Binary,Other,107338,349,24988,0
57,Male,White,126415,663,35904,1
51,Female,Black,96840,578,30375,0
19,Male,Black,106948,711,26874,1
35,Male,White,88279,382,33795,0
69,Non-Binary,Other,127378,376,63287,0
36,Male,Hispanic,95099,717,89613,0
33,Non-Binary,White,86344,806,56576,1
32,Female,Black,122253,563,50624,0
23,Female,White,123876,437,76416,0
53,Non-Binary,Hispanic,131304,433,73726,0
63,Non-Binary,White,27371,325,30774,0
63,Female,Hispanic,97242,428,49048,0
50,Male,Hispanic,110250,728,36852,0
25,Male,White,44420,834,43219,1
31,Male,Black,77689,685,21296,0
47,Female,Black,135816,812,8002,1
59,Non-Binary,Asian,91945,535,35704,0
46,Male,Asian,28686,831,21811,1
65,Male,White,72485,665,98260,1
48,Female,Asian,61722,346,78464,0
50,Female,Hispanic,123527,435,61805,0
26,Non-Binary,Other,118057,415,47269,0
21,Male,Hispanic,125279,582,47208,0
62,Female,White,33906,757,95747,1
38,Non-Binary,Asian,34661,440,17741,0
58,Male,White,132064,437,8120,0
39,Female,Black,73890,697,13437,0
37,Female,Asian,80711,685,94381,1
24,Non-Binary,Hispanic,114448,445,19445,0
47,Female,Black,74406,568,49724,0
45,Non-Binary,Other,144480,304,40583,0
28,Non-Binary,Black,96077,310,25244,0
37,Non-Binary,White,141229,553,92293,1
65,Male,Other,119678,358,31410,0
29,Male,Other,110931,399,84337,0
36,Female,Hispanic,26163,509,97938,0
27,Female,Hispanic,38508,694,73145,0
30,Non-Binary,Other,95092,545,81105,1
53,Female,Hispanic,55355,711,21435,0
50,Female,Hispanic,45722,369,52573,0
64,Non-Binary,White,102227,818,83637,1
50,Non-Binary,Asian,98114,539,60050,1
56,Female,White,38443,347,46202,0
60,Female,Hispanic,103729,818,61545,1
59,Non-Binary,Asian,45111,494,80809,0
38,Male,Hispanic,62220,391,67786,0
74,Non-Binary,White,45693,315,9106,0
39,Female,Hispanic,21584,537,70180,0
39,Non-Binary,Other,69653,414,98849,0
18,Male,Other,40805,371,60482,0
57,Male,Black,113162,346,66863,0
66,Non-Binary,Other,63183,334,52618,0
42,Non-Binary,Hispanic,40745,382,17576,0
28,Non-Binary,Black,125507,527,86170,0
33,Female,Asian,107286,516,52939,1
65,Non-Binary,White,135592,469,60303,1
60,Female,White,58295,382,37675,0
54,Male,Other,63334,508,74581,0
71,Male,White,69921,522,47637,0
19,Male,White,66507,698,17785,1
53,Male,Other,132182,835,35750,1
73,Male,Black,28317,789,12056,0
23,Male,Other,96401,421,41877,0
48,Female,Asian,58851,613,98126,1
41,Non-Binary,Other,107386,781,94475,1
72,Male,Other,92701,478,24800,0
73,Non-Binary,Black,56801,362,15263,0
50,Male,Hispanic,21551,839,5612,0
71,Female,White,88267,651,43907,1
23,Non-Binary,Asian,84749,846,24611,1
53,Male,Black,81442,348,47721,0
50,Male,Hispanic,107110,362,20227,0
28,Non-Binary,Black,43753,819,59596,0
43,Female,Other,24036,808,63823,1
34,Female,Hispanic,97241,542,17787,0
43,Non-Binary,White,64342,394,42288,0
39,Female,Other,124082,418,81652,0
51,Male,Other,76026,343,20569,0
64,Non-Binary,Hispanic,88507,489,24688,0
34,Female,White,76336,780,49823,1
38,Male,White,64853,540,94697,0
38,Non-Binary,White,74275,400,22926,0
39,Non-Binary,Asian,28584,620,25118,0
42,Male,White,132324,847,9370,1
19,Non-Binary,Black,106939,389,94584,0
58,Female,Other,75080,630,49430,1
73,Female,White,110080,342,51483,0
60,Non-Binary,Hispanic,145474,772,52284,1
65,Non-Binary,White,138500,834,72435,1
40,Non-Binary,Black,70617,690,15702,0
51,Male,Hispanic,130623,741,34378,1
59,Male,Asian,137952,604,38657,1
43,Male,Asian,76644,583,46266,1
55,Female,Other,109883,452,99945,0
33,Non-Binary,Black,67598,467,17469,0
52,Female,Hispanic,46778,418,95089,0
23,Male,Asian,65992,759,98187,1
72,Male,White,46302,571,50412,0
22,Male,Hispanic,60970,383,76540,0
61,Male,Hispanic,101824,815,14580,0
41,Non-Binary,White,146724,775,29278,1
22,Non-Binary,Hispanic,54941,528,67723,0
33,Non-Binary,Black,68120,695,36114,0
68,Female,Other,43560,375,12629,0
30,Male,Hispanic,106361,670,64154,0
22,Male,Black,50523,612,55302,0
60,Female,White,77495,791,27483,1
31,Non-Binary,Black,126471,769,77289,1
42,Female,White,145783,799,18097,1
58,Female,White,77799,846,57887,1
24,Non-Binary,White,136105,357,46879,0
64,Female,Other,22528,434,96745,0
20,Non-Binary,Asian,107162,406,91665,0
70,Female,Black,56154,644,69017,0
62,Non-Binary,Asian,121331,526,32805,1
73,Female,Black,63108,441,8943,0
28,Male,Other,112319,531,76478,1
58,Non-Binary,Other,114334,357,79876,0
60,Male,White,30555,378,40452,0
19,Male,Asian,84583,529,89375,0
71,Non-Binary,Hispanic,51514,773,47346,0
30,Non-Binary,Asian,20673,355,61997,0
50,Female,White,114823,699,88691,1
52,Male,Other,44334,414,10636,0
56,Female,Other,105588,849,93534,1
30,Non-Binary,Black,102904,503,38029,0
41,Female,Hispanic,71433,719,86443,0
68,Non-Binary,Hispanic,25453,735,87087,0
27,Male,White,114663,371,25339,0
67,Female,Hispanic,116646,502,48233,0
44,Male,Asian,57035,480,17892,0
72,Non-Binary,White,76473,315,32023,0
68,Non-Binary,White,43902,500,74499,0
19,Female,Black,143248,415,35532,0
30,Male,White,79274,803,34369,1
26,Male,Other,65591,552,32389,0
18,Female,White,51391,779,30792,1
73,Male,Hispanic,91826,390,91860,0
66,Non-Binary,Hispanic,112265,521,12771,0
70,Female,White,147794,323,67234,0
74,Female,Black,132002,560,94519,0
31,Non-Binary,White,91058,599,70779,1
70,Non-Binary,Hispanic,71048,500,32093,0
19,Male,Asian,114486,783,85960,1
61,Male,Black,68232,638,86200,0
40,Female,Black,80065,778,80771,0
57,Female,Other,82582,708,77932,1
18,Female,Hispanic,97681,496,58767,0
73,Female,White,51275,441,52327,0
35,Female,Hispanic,80780,584,84999,0
64,Male,Asian,33044,818,48517,1
65,Female,Asian,142580,846,71239,1
51,Non-Binary,Asian,110534,545,78893,1
45,Female,Other,26620,386,20853,0
70,Non-Binary,Black,94226,570,72473,0
70,Non-Binary,Black,86761,608,7935,0
74,Female,Asian,81965,359,63298,0
22,Female,Asian,90675,597,43384,1
36,Male,Black,105959,422,77711,0
36,Male,White,127817,783,69906,1
41,Male,Asian,97750,780,8420,1
72,Male,White,22945,546,41543,0
37,Non-Binary,Hispanic,113420,481,75964,0
41,Male,Other,56570,480,37837,0
61,Female,Black,55252,647,32952,0
35,Female,Black,73366,655,81897,0
52,Non-Binary,White,81413,736,5246,1
50,Non-Binary,Hispanic,75358,638,54296,0
47,Non-Binary,Black,97544,825,33271,0
61,Non-Binary,Other,30611,591,9944,0
68,Male,Black,57044,723,18068,0
50,Female,Black,55862,482,68143,0
40,Female,Hispanic,32975,808,51732,0
69,Female,Other,112599,758,84774,1
33,Non-Binary,Other,98631,507,28496,0
33,Female,Black,132292,774,45383,1
56,Non-Binary,Hispanic,92942,509,49089,0
58,Male,White,142726,636,31541,1
72,Female,Black,48887,488,84429,0
28,Female,Hispanic,98639,411,79399,0
38,Male,White,141215,835,83087,1
26,Non-Binary,Other,125899,545,86862,1
69,Non-Binary,Other,106668,599,9298,1
35,Female,Other,102854,660,38255,1
53,Non-Binary,White,121667,457,71808,0
59,Female,Asian,90784,525,97406,0
26,Female,Asian,99967,452,67633,0
42,Male,White,33897,640,45859,0
60,Female,Asian,54015,575,32920,0
30,Male,White,110614,360,26790,0
33,Non-Binary,White,113889,700,34848,1
30,Non-Binary,Other,27625,523,9808,0
34,Male,White,56600,367,91568,0
36,Male,Black,84767,699,84872,0
46,Female,Black,142775,550,40777,0
34,Non-Binary,White,130725,348,37760,0
