Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
73,Female,Black,38560,833,21860,1
69,Male,White,54346,826,58918,1
69,Non-Binary,White,121240,572,26135,1
50,Female,Hispanic,37730,662,37161,1
43,Female,Black,53081,761,24756,1
60,Female,Asian,112278,676,85704,1
39,Male,Asian,110673,769,40880,1
57,Male,Other,115627,532,27334,1
25,Non-Binary,Other,121986,416,12619,0
31,Non-Binary,Black,75968,405,60626,0
57,Non-Binary,Hispanic,100008,822,15323,1
74,Non-Binary,White,27162,839,71187,1
33,Female,Hispanic,67075,416,71387,0
32,Female,Other,74485,546,36528,0
33,Female,Other,115184,605,85675,1
63,Female,Hispanic,119975,571,27729,1
32,Non-Binary,Other,123460,644,92880,1
69,Male,Black,102573,521,7257,1
39,Female,Black,117939,572,13147,1
57,Non-Binary,Black,119292,445,34189,0
47,Non-Binary,Other,50187,715,21347,1
32,Male,Hispanic,72676,560,93005,0
58,Female,Other,99706,775,50000,1
52,Male,Black,100176,591,17076,1
21,Male,Other,87770,396,41789,0
57,Male,Hispanic,87840,398,48939,0
56,Male,White,64298,368,28197,0
24,Non-Binary,Other,81191,350,51329,0
40,Male,Other,36593,332,23530,0
49,Female,White,78197,670,27772,1
71,Male,Other,85595,518,97450,0
71,Non-Binary,Other,111223,435,68252,0
23,Non-Binary,Other,130895,646,12912,0
66,Non-Binary,Other,115961,360,36368,0
21,Male,Hispanic,129650,451,99836,0
72,Non-Binary,Hispanic,136465,476,66795,1
56,Female,Asian,25691,528,15390,0
69,Female,Other,60086,412,76673,0
34,Female,Black,113759,817,33438,1
25,Female,Other,145156,629,15553,1
34,Female,Black,147681,676,81006,1
44,Non-Binary,Other,124843,359,30151,0
61,Non-Binary,Other,44843,631,6835,0
27,Non-Binary,Hispanic,95854,327,6735,0
60,Female,White,139118,807,88744,1
63,Male,Asian,118613,351,58341,0
51,Female,Hispanic,98270,798,5060,1
67,Male,Other,54220,488,54161,0
74,Female,White,101467,519,22402,1
66,Male,Black,33879,767,64842,1
28,Female,White,128232,308,61076,0
48,Female,Other,80200,481,58905,0
59,Female,Hispanic,112715,321,28217,0
65,Female,Hispanic,84271,826,23013,1
47,Non-Binary,Hispanic,32368,801,16373,1
59,Male,Hispanic,120507,390,63995,0
44,Non-Binary,Hispanic,53059,690,82582,1
72,Female,Other,99397,333,69685,0
69,Female,White,126589,449,55488,0
38,Female,Other,81234,804,47564,1
65,Male,White,81982,845,54291,1
35,Female,Other,66498,793,61456,1
27,Non-Binary,White,67143,392,19631,0
35,Female,White,26716,324,66013,0
55,Female,Hispanic,123025,644,30334,1
46,Female,White,47192,331,31784,0
43,Female,Hispanic,93421,383,68402,0
37,Male,Other,107590,645,73789,1
73,Male,Other,81947,564,53816,1
32,Female,White,24542,449,44423,0
53,Female,Black,46263,348,91042,0
47,Non-Binary,Hispanic,108789,441,75060,0
71,Non-Binary,Other,140062,666,84408,1
47,Female,Hispanic,55703,520,31040,0
35,Non-Binary,Black,20474,757,45573,1
27,Male,Hispanic,38294,322,79690,0
36,Male,Asian,64802,421,31782,0
57,Female,Other,139581,765,52370,1
55,Female,White,27091,489,63417,0
18,Non-Binary,White,100420,735,52647,0
25,Female,Black,128018,765,11792,1
50,Non-Binary,Hispanic,47689,748,97027,1
40,Non-Binary,Asian,42590,813,10937,1
35,Non-Binary,Hispanic,142970,492,86007,1
32,Female,White,106619,758,59669,1
37,Non-Binary,Black,131286,808,87135,1
38,Non-Binary,White,103659,415,59386,0
34,Female,White,41743,362,20082,0
33,Male,Black,53143,687,91674,1
65,Non-Binary,Black,94729,680,54160,1
58,Non-Binary,Asian,76591,387,99056,0
71,Female,Hispanic,92016,388,25504,0
41,Female,White,56985,489,11160,0
58,Male,Other,91419,569,43087,1
28,Non-Binary,Asian,53716,594,10169,0
71,Male,White,121150,724,10452,1
67,Non-Binary,Asian,145258,413,11540,0
53,Non-Binary,Black,70147,636,35856,1
65,Non-Binary,Other,41802,302,14328,0
51,Non-Binary,Black,137893,400,86300,0
56,Non-Binary,Hispanic,47844,697,54474,1
68,Non-Binary,Other,54614,629,11819,1
54,Non-Binary,White,70849,680,53327,1
34,Male,White,142735,776,77550,1
35,Female,Other,94512,351,67872,0
28,Non-Binary,Other,101492,395,59271,0
58,Female,Black,70275,801,38185,1
48,Female,Asian,122840,705,34502,1
37,Female,Other,78877,514,87566,0
56,Non-Binary,Hispanic,87615,799,87002,1
18,Female,Asian,114000,414,41539,0
65,Male,Other,125222,589,91213,1
44,Non-Binary,Hispanic,86346,446,12369,0
56,Non-Binary,Asian,82817,341,44310,0
49,Female,White,106539,399,73589,0
48,Male,Hispanic,95819,312,77915,0
21,Female,White,125060,515,54513,0
71,Non-Binary,Hispanic,52135,544,64471,0
40,Non-Binary,White,144164,544,87441,1
27,Male,Hispanic,137919,310,5743,0
68,Male,White,137117,361,77557,0
21,Non-Binary,Other,42734,693,73388,0
56,Male,Hispanic,103647,668,62245,1
52,Female,Asian,32603,796,91514,1
54,Non-Binary,Other,35712,460,18898,0
35,Male,Asian,40992,402,51338,0
32,Non-Binary,Black,48891,651,52673,1
31,Non-Binary,Black,31086,739,57367,1
61,Female,White,96704,467,54979,0
71,Female,Black,122665,682,80441,1
31,Male,Hispanic,62415,348,27725,0
23,Non-Binary,Hispanic,53440,411,80894,0
57,Non-Binary,Hispanic,68754,657,86128,1
39,Male,White,76050,441,66734,0
68,Non-Binary,Asian,132469,341,31123,0
49,Male,Asian,31954,407,5978,0
52,Female,Asian,106360,357,63227,0
53,Male,Asian,51502,756,97743,1
61,Male,Black,88579,467,76566,0
20,Non-Binary,Other,37134,492,90404,0
18,Male,Other,61402,683,67903,0
19,Non-Binary,Other,136825,605,67612,0
26,Female,Other,24566,794,68002,1
43,Female,Black,108529,707,68671,1
34,Non-Binary,Asian,121639,306,42121,0
71,Female,Other,87335,473,52107,0
38,Male,Other,145775,513,72353,1
43,Male,Hispanic,149467,608,71372,1
73,Non-Binary,Asian,73000,775,15899,1
56,Female,Other,91988,354,88285,0
31,Male,Hispanic,107797,661,36926,1
19,Non-Binary,White,49718,789,77271,0
23,Non-Binary,Other,43460,463,33548,0
39,Female,Black,125736,443,51482,0
39,Non-Binary,White,89103,619,88616,1
34,Male,Other,62881,656,93483,1
34,Male,Black,87629,494,56737,0
71,Female,White,110828,698,99851,1
71,Female,White,119178,411,13716,0
26,Male,Hispanic,114490,345,66705,0
63,Female,Black,68018,757,47436,1
38,Non-Binary,Black,105906,381,62667,0
43,Non-Binary,Black,125318,495,79585,1
40,Male,Black,102705,598,24694,1
20,Female,Hispanic,71943,407,71103,0
40,Non-Binary,Black,121355,409,12870,0
32,Male,White,50704,836,31999,1
42,Male,Other,64064,702,11471,1
30,Female,White,27372,354,66325,0
64,Female,Hispanic,97017,452,5577,0
34,Non-Binary,Other,113296,848,62141,1
26,Male,Hispanic,103897,683,46691,1
60,Female,White,56365,612,24220,0
43,Non-Binary,Asian,132720,804,89887,1
63,Male,Other,61436,570,89009,0
31,Non-Binary,White,96552,460,79747,0
43,Non-Binary,Black,45680,455,18143,0
52,Female,Asian,124457,336,24214,0
40,Non-Binary,White,35582,452,48648,0
66,Non-Binary,White,35553,588,67350,0
27,Male,White,63468,617,71896,1
45,Non-Binary,Asian,47364,423,35146,0
50,Male,White,96667,646,43535,1
64,Non-Binary,Asian,52857,321,30879,0
64,Non-Binary,Hispanic,34158,833,26391,1
57,Non-Binary,Hispanic,53018,719,53262,1
55,Male,Hispanic,53970,391,24378,0
59,Female,Hispanic,86289,677,75874,1
26,Male,Black,145588,300,44964,0
66,Female,Asian,91370,690,68019,1
64,Male,Other,106644,678,56668,1
56,Female,Other,68399,647,51062,1
57,Non-Binary,Asian,29815,558,35647,0
60,Male,Asian,137638,724,38027,1
59,Non-Binary,Hispanic,87363,653,19944,1
27,Male,Black,39244,572,78612,0
23,Male,Black,90360,350,62982,0
19,Non-Binary,Black,30984,804,37852,0
37,Female,Hispanic,37617,308,42265,0
27,Non-Binary,Asian,60750,570,10035,0
