Age,Gender,Race,AnnualIncome,CreditScore,LoanAmount,LoanApproved
47,Female,Other,147398,458,57403,0
59,Female,Asian,24628,815,39971,0
63,Non-Binary,Other,81018,672,93581,1
37,Female,White,29927,345,8283,0
62,Male,White,88553,610,5917,1
74,Female,Asian,80937,787,9340,0
72,Female,White,69545,627,20825,0
18,Non-Binary,White,139595,705,30008,1
21,Non-Binary,Asian,134480,829,83649,1
42,Male,White,116191,726,76196,1
33,Non-Binary,Asian,102538,606,10566,1
25,Non-Binary,Asian,137676,327,42843,0
23,Male,Hispanic,108269,389,96768,0
35,Female,Hispanic,65899,413,24546,0
48,Female,Asian,53848,394,44276,0
42,Non-Binary,Black,127739,351,72437,0
36,Male,Black,53145,490,90931,0
72,Male,Asian,51367,506,45122,0
27,Female,Asian,52637,396,24024,0
50,Non-Binary,Black,106764,477,65780,0
33,Female,Black,89293,548,53317,0
44,Male,Black,63027,569,40197,0
65,Non-Binary,White,131768,832,96895,1
56,Female,Black,27794,844,91994,1
56,Male,Asian,107036,755,58688,1
32,Non-Binary,Asian,96771,568,22418,1
28,Male,White,123485,392,63283,0
64,Male,White,137330,645,43535,1
32,Female,Black,134870,570,5052,0
24,Male,White,136793,632,22944,1
31,Female,Asian,118647,426,91652,0
52,Female,Other,29522,846,72072,1
51,Non-Binary,Black,141385,647,26731,1
51,Non-Binary,Hispanic,116162,457,8297,0
23,Male,Black,132967,313,17871,0
71,Non-Binary,Asian,107321,707,58986,1
68,Non-Binary,Other,75898,778,6044,1
50,Female,Other,44300,365,90142,0
43,Male,Asian,61460,457,41120,0
26,Male,Asian,31143,585,15115,0
70,Non-Binary,Asian,79436,839,90149,1
59,Non-Binary,Black,120269,333,92621,0
50,Non-Binary,Black,139421,595,23096,1
63,Female,White,85262,848,55688,1
45,Non-Binary,White,106432,610,63591,1
27,Male,Other,124114,802,56179,1
33,Male,Hispanic,105435,596,10818,1
44,Female,Hispanic,104310,832,49643,1
60,Male,Hispanic,58694,640,46132,1
48,Non-Binary,Other,50826,628,64596,0
58,Female,Hispanic,59294,453,12842,0
35,Non-Binary,Black,68027,572,97548,0
55,Female,Hispanic,95903,698,58506,0
72,Non-Binary,Black,122039,806,31423,1
18,Non-Binary,Black,96075,540,28097,1
47,Male,Black,20442,688,43732,0
42,Non-Binary,Other,107863,686,85794,1
42,Male,Black,44729,578,83244,0
69,Male,Other,42951,477,21825,0
50,Male,Asian,145063,674,7281,1
48,Non-Binary,Hispanic,59080,779,87074,1
36,Non-Binary,Hispanic,74984,494,69525,0
69,Non-Binary,Hispanic,46179,306,55342,0
68,Male,Asian,51288,513,17116,0
51,Female,Other,79133,611,11142,0
25,Non-Binary,Other,115855,456,30450,0
36,Male,Hispanic,101746,523,32180,1
21,Non-Binary,Other,72016,614,36248,1
